row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,,
Công ty Cổ phần FPT,Công ty Cổ phần FPT,Công ty Cổ phần FPT,Công ty Cổ phần FPT,Công ty Cổ phần FPT,,
Chia cổ tức bằng cổ phiếu,Công ty Cổ phần FPT > Chia cổ tức bằng cổ phiếu,Chia cổ tức bằng cổ phiếu,56.882.670.000,-,56882670000.0,
Chia cổ tức bằng tiền,Công ty Cổ phần FPT > Chia cổ tức bằng tiền,Chia cổ tức bằng tiền,113.765.348.000,170.648.022.000,113765348000.0,170648022000.0
Bán hàng hóa và dịch vụ,Công ty Cổ phần FPT > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,298.831.156,212.296.500,298831156.0,212296500.0
"Mua tài sản cổ định, hàng hóa và dịch vụ","Công ty Cổ phần FPT > Mua tài sản cổ định, hàng hóa và dịch vụ","Mua tài sản cổ định, hàng hóa và dịch vụ",34.080.828.448,40.795.493.656,34080828448.0,40795493656.0
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,
Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI),Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI),Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI),Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI),Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI),,
Bán hàng hóa và dịch vụ,Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI) > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,532.914.303.000,458.286.512.512,532914303000.0,458286512512.0
"Mua tài sản cổ định, hàng hóa và dịch vụ","Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI) > Mua tài sản cổ định, hàng hóa và dịch vụ","Mua tài sản cổ định, hàng hóa và dịch vụ",59.370.339.358,99.135.408.455,59370339358.0,99135408455.0
Công ty Cổ phần Dịch vụ Trực tuyến FPT (FOC),Công ty Cổ phần Dịch vụ Trực tuyến FPT (FOC),Công ty Cổ phần Dịch vụ Trực tuyến FPT (FOC),Công ty Cổ phần Dịch vụ Trực tuyến FPT (FOC),Công ty Cổ phần Dịch vụ Trực tuyến FPT (FOC),,
Nhận cổ tức,Công ty Cổ phần Dịch vụ Trực tuyến FPT (FOC) > Nhận cổ tức,Nhận cổ tức,66.622.064.000,29.147.153.000,66622064000.0,29147153000.0
Bán hàng hóa và dịch vụ,Công ty Cổ phần Dịch vụ Trực tuyến FPT (FOC) > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,14.677.305.300,16.117.286.687,14677305300.0,16117286687.0
