row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
"Mua tài sản cổ định, hàng hóa và dịch vụ","Công ty Cổ phần Dịch vụ Trực tuyến FPT (FOC) > Mua tài sản cổ định, hàng hóa và dịch vụ","Mua tài sản cổ định, hàng hóa và dịch vụ",3.117.753.000,3.369.485.433,3117753000.0,3369485433.0
Công ty TNHH MTV Viễn thông FPT Tân Thuận (CTTT),Công ty TNHH MTV Viễn thông FPT Tân Thuận (CTTT),Công ty TNHH MTV Viễn thông FPT Tân Thuận (CTTT),Công ty TNHH MTV Viễn thông FPT Tân Thuận (CTTT),Công ty TNHH MTV Viễn thông FPT Tân Thuận (CTTT),,
Bán hàng hóa và dịch vụ,Công ty TNHH MTV Viễn thông FPT Tân Thuận (CTTT) > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,28.144.208,177.460.329,28144208.0,177460329.0
"Mua tài sản cổ định, hàng hóa và dịch vụ","Công ty TNHH MTV Viễn thông FPT Tân Thuận (CTTT) > Mua tài sản cổ định, hàng hóa và dịch vụ","Mua tài sản cổ định, hàng hóa và dịch vụ",15.139.342.373,11.849.188.222,15139342373.0,11849188222.0
Công ty TNHH MTV Giải pháp phần mềm doanh nghiệp FPT (FSS),Công ty TNHH MTV Giải pháp phần mềm doanh nghiệp FPT (FSS),Công ty TNHH MTV Giải pháp phần mềm doanh nghiệp FPT (FSS),Công ty TNHH MTV Giải pháp phần mềm doanh nghiệp FPT (FSS),Công ty TNHH MTV Giải pháp phần mềm doanh nghiệp FPT (FSS),,
Bán hàng hóa và dịch vụ,Công ty TNHH MTV Giải pháp phần mềm doanh nghiệp FPT (FSS) > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,1.171.838.612,2.631.981.190,1171838612.0,2631981190.0
"Mua tài sản cổ định, hàng hóa và dịch vụ","Công ty TNHH MTV Giải pháp phần mềm doanh nghiệp FPT (FSS) > Mua tài sản cổ định, hàng hóa và dịch vụ","Mua tài sản cổ định, hàng hóa và dịch vụ",116.925.441.891,111.197.259.000,116925441891.0,111197259000.0
Các công ty liên quan,Các công ty liên quan,Các công ty liên quan,Các công ty liên quan,Các công ty liên quan,,
Công ty TNHH Thương mại FPT (FTG),Công ty TNHH Thương mại FPT (FTG),Công ty TNHH Thương mại FPT (FTG),Công ty TNHH Thương mại FPT (FTG),Công ty TNHH Thương mại FPT (FTG),,
Bán hàng hóa và dịch vụ,Công ty TNHH Thương mại FPT (FTG) > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,65.586.500,-,65586500.0,
"Mua tài sản cổ định, hàng hóa và dịch vụ","Công ty TNHH Thương mại FPT (FTG) > Mua tài sản cổ định, hàng hóa và dịch vụ","Mua tài sản cổ định, hàng hóa và dịch vụ",856.906.072,867.412.197,856906072.0,867412197.0
Công ty TNHH Phần mềm FPT (FSO),Công ty TNHH Phần mềm FPT (FSO),Công ty TNHH Phần mềm FPT (FSO),Công ty TNHH Phần mềm FPT (FSO),Công ty TNHH Phần mềm FPT (FSO),,
Bán hàng hóa và dịch vụ,Công ty TNHH Phần mềm FPT (FSO) > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,19.400.000,551.151.455,19400000.0,551151455.0
"Mua tài sản cổ định, hàng hóa và dịch vụ","Công ty TNHH Phần mềm FPT (FSO) > Mua tài sản cổ định, hàng hóa và dịch vụ","Mua tài sản cổ định, hàng hóa và dịch vụ",10.976.000,366.904.650,10976000.0,366904650.0
Công ty TNHH Hệ thống thông tin FPT (FIS),Công ty TNHH Hệ thống thông tin FPT (FIS),Công ty TNHH Hệ thống thông tin FPT (FIS),Công ty TNHH Hệ thống thông tin FPT (FIS),Công ty TNHH Hệ thống thông tin FPT (FIS),,
Bán hàng hóa và dịch vụ,Công ty TNHH Hệ thống thông tin FPT (FIS) > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,58.438.333,403.066.700,58438333.0,403066700.0
"Mua tài sản cổ định, hàng hóa và dịch vụ","Công ty TNHH Hệ thống thông tin FPT (FIS) > Mua tài sản cổ định, hàng hóa và dịch vụ","Mua tài sản cổ định, hàng hóa và dịch vụ",85.792.793.738,49.297.560.782,85792793738.0,49297560782.0
Công ty TNHH Phân phối FPT (FDC),Công ty TNHH Phân phối FPT (FDC),Công ty TNHH Phân phối FPT (FDC),Công ty TNHH Phân phối FPT (FDC),Công ty TNHH Phân phối FPT (FDC),,
"Mua tài sản cổ định, hàng hóa và dịch vụ","Công ty TNHH Phân phối FPT (FDC) > Mua tài sản cổ định, hàng hóa và dịch vụ","Mua tài sản cổ định, hàng hóa và dịch vụ",4.619.747.301,46.402.194.982,4619747301.0,46402194982.0
Công ty TNHH Dịch vụ tin học FPT (FSC),Công ty TNHH Dịch vụ tin học FPT (FSC),Công ty TNHH Dịch vụ tin học FPT (FSC),Công ty TNHH Dịch vụ tin học FPT (FSC),Công ty TNHH Dịch vụ tin học FPT (FSC),,
"Mua tài sản cổ định, hàng hóa và dịch vụ","Công ty TNHH Dịch vụ tin học FPT (FSC) > Mua tài sản cổ định, hàng hóa và dịch vụ","Mua tài sản cổ định, hàng hóa và dịch vụ",11.647.860.908,-,11647860908.0,
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),,
Bán hàng hóa và dịch vụ,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT) > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,8.023.218.191,85.456.257,8023218191.0,85456257.0
"Mua tài sản cổ định, hàng hóa và dịch vụ","Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT) > Mua tài sản cổ định, hàng hóa và dịch vụ","Mua tài sản cổ định, hàng hóa và dịch vụ",1.260.049.908,1.432.627.431,1260049908.0,1432627431.0
Công ty TNHH Sản phẩm Công nghệ FPT (FTP),Công ty TNHH Sản phẩm Công nghệ FPT (FTP),Công ty TNHH Sản phẩm Công nghệ FPT (FTP),Công ty TNHH Sản phẩm Công nghệ FPT (FTP),Công ty TNHH Sản phẩm Công nghệ FPT (FTP),,
"Mua tài sản cổ định, hàng hóa và dịch vụ","Công ty TNHH Sản phẩm Công nghệ FPT (FTP) > Mua tài sản cổ định, hàng hóa và dịch vụ","Mua tài sản cổ định, hàng hóa và dịch vụ",370.484.000,-,370484000.0,
Đại học FPT (FU),Đại học FPT (FU),Đại học FPT (FU),Đại học FPT (FU),Đại học FPT (FU),,
"Mua tài sản cổ định, hàng hóa và dịch vụ","Đại học FPT (FU) > Mua tài sản cổ định, hàng hóa và dịch vụ","Mua tài sản cổ định, hàng hóa và dịch vụ",423.984.695,-,423984695.0,
