row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,,
Gử tiền vào tài khoản tập trung của Công ty Cổ phần FPT,Các khoản tương đương tiền > Gử tiền vào tài khoản tập trung của Công ty Cổ phần FPT,Gử tiền vào tài khoản tập trung của Công ty Cổ phần FPT,7.547.609.287,1.328.334.605,7547609287.0,1328334605.0
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,,
Công ty Cổ phần FPT,Các khoản phải thu > Công ty Cổ phần FPT,Công ty Cổ phần FPT,102.239.307,116.567.450,102239307.0,116567450.0
Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI),Các khoản phải thu > Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI),Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI),188.445.614.166,123.707.070.350,188445614166.0,123707070350.0
Công ty Cổ phần Dịch vụ trực tuyến FPT (FOC),Các khoản phải thu > Công ty Cổ phần Dịch vụ trực tuyến FPT (FOC),Công ty Cổ phần Dịch vụ trực tuyến FPT (FOC),3.601.404.768,3.292.854.768,3601404768.0,3292854768.0
Công ty TNHH MTV Viễn thông FPT Tân Thuận,Các khoản phải thu > Công ty TNHH MTV Viễn thông FPT Tân Thuận,Công ty TNHH MTV Viễn thông FPT Tân Thuận,10.882.725.611,9.678.307.923,10882725611.0,9678307923.0
Công ty TNHH MTV Giải pháp phần mềm doanh nghiệp FPT (FSS),Các khoản phải thu > Công ty TNHH MTV Giải pháp phần mềm doanh nghiệp FPT (FSS),Công ty TNHH MTV Giải pháp phần mềm doanh nghiệp FPT (FSS),168.784.891.499,131.972.432.231,168784891499.0,131972432231.0
Công ty TNHH Hệ thống thông tin FPT (FIS),Các khoản phải thu > Công ty TNHH Hệ thống thông tin FPT (FIS),Công ty TNHH Hệ thống thông tin FPT (FIS),66.448.800,69.032.260,66448800.0,69032260.0
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),Các khoản phải thu > Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),662.022.246,561.182.700,662022246.0,561182700.0
Công ty TNHH Phần mềm FPT (FSO),Các khoản phải thu > Công ty TNHH Phần mềm FPT (FSO),Công ty TNHH Phần mềm FPT (FSO),-,11.327.415,,11327415.0
Công ty TNHH Thương mại FPT (FTG),Các khoản phải thu > Công ty TNHH Thương mại FPT (FTG),Công ty TNHH Thương mại FPT (FTG),273.255.255,-,273255255.0,
Các khoản phải trả,Các khoản phải trả,Các khoản phải trả,Các khoản phải trả,Các khoản phải trả,,
Công ty Cổ phần FPT,Các khoản phải trả > Công ty Cổ phần FPT,Công ty Cổ phần FPT,76.497.617.496,15.864.410.685,76497617496.0,15864410685.0
Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI),Các khoản phải trả > Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI),Công ty TNHH MTV Viễn thông Quốc tế FPT (FTI),374.411.670,88.000,374411670.0,88000.0
Công ty TNHH MTV Viễn thông FPT Tân Thuận,Các khoản phải trả > Công ty TNHH MTV Viễn thông FPT Tân Thuận,Công ty TNHH MTV Viễn thông FPT Tân Thuận,97.829.580.852,86.172.799.136,97829580852.0,86172799136.0
Công ty Cổ phần Dịch vụ trực tuyến FPT (FOC),Các khoản phải trả > Công ty Cổ phần Dịch vụ trực tuyến FPT (FOC),Công ty Cổ phần Dịch vụ trực tuyến FPT (FOC),321.943.600,,321943600.0,
Công ty TNHH MTV Giải pháp phần mềm doanh nghiệp FPT (FSS),Các khoản phải trả > Công ty TNHH MTV Giải pháp phần mềm doanh nghiệp FPT (FSS),Công ty TNHH MTV Giải pháp phần mềm doanh nghiệp FPT (FSS),179.411.932.891,129.375.543.212,179411932891.0,129375543212.0
Công ty TNHH Hệ thống thông tin FPT (FIS),Các khoản phải trả > Công ty TNHH Hệ thống thông tin FPT (FIS),Công ty TNHH Hệ thống thông tin FPT (FIS),64.917.178.700,17.338.826.707,64917178700.0,17338826707.0
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),Các khoản phải trả > Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),520.434.951,210.251.600,520434951.0,210251600.0
Công ty TNHH Phân phối FPT (FDC),Các khoản phải trả > Công ty TNHH Phân phối FPT (FDC),Công ty TNHH Phân phối FPT (FDC),57.999.997,15.875.304.001,57999997.0,15875304001.0
Công ty TNHH Thương mại FPT (FTG),Các khoản phải trả > Công ty TNHH Thương mại FPT (FTG),Công ty TNHH Thương mại FPT (FTG),78.232.770,81.783.240,78232770.0,81783240.0
Công ty TNHH Phần mềm FPT,Các khoản phải trả > Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,1.754.830,-,1754830.0,
Công ty TNHH Dịch vụ tin học FPT (FSC),Các khoản phải trả > Công ty TNHH Dịch vụ tin học FPT (FSC),Công ty TNHH Dịch vụ tin học FPT (FSC),1.776.500.000,-,1776500000.0,
