row_label_raw,row_label_full,col_0,31/12/2014,31/12/2013,numeric__31/12/2014,numeric__31/12/2013
,,,VND,VND,,
Dự án cấp quang biển Châu À - Thái Bình Dương,Dự án cấp quang biển Châu À - Thái Bình Dương,Dự án cấp quang biển Châu À - Thái Bình Dương,155.652.668.002,115.159.526.748,155652668002.0,115159526748.0
Dự án F-Town 2,Dự án F-Town 2,Dự án F-Town 2,101.233.104.567,15.527.359.843,101233104567.0,15527359843.0
Dự án đầu tư tại Nam An Khánh,Dự án đầu tư tại Nam An Khánh,Dự án đầu tư tại Nam An Khánh,92.999.271.455,92.999.271.455,92999271455.0,92999271455.0
Xây dựng các hệ thống tin học,Xây dựng các hệ thống tin học,Xây dựng các hệ thống tin học,49.857.628.829,35.313.560.116,49857628829.0,35313560116.0
Khu văn phòng Tân Thuận,Khu văn phòng Tân Thuận,Khu văn phòng Tân Thuận,28.043.467.251,27.329.867.251,28043467251.0,27329867251.0
Cơ sở hạ tầng Khu Công nghệ cao Hòa Lạc,Cơ sở hạ tầng Khu Công nghệ cao Hòa Lạc,Cơ sở hạ tầng Khu Công nghệ cao Hòa Lạc,10.457.492.702,8.189.401.795,10457492702.0,8189401795.0
Đại học FPT tại Khu Công nghệ cao Hòa Lạc,Đại học FPT tại Khu Công nghệ cao Hòa Lạc,Đại học FPT tại Khu Công nghệ cao Hòa Lạc,11.959.791.022,2.299.437.663,11959791022.0,2299437663.0
Công trình trục đường Bắc Nam,Công trình trục đường Bắc Nam,Công trình trục đường Bắc Nam,7.982.725.648,34.831.378.215,7982725648.0,34831378215.0
Dự án FVille 2 (Hòa Lạc),Dự án FVille 2 (Hòa Lạc),Dự án FVille 2 (Hòa Lạc),6.709.617.336,-,6709617336.0,
Dự án FVille 1 (Hòa Lạc),Dự án FVille 1 (Hòa Lạc),Dự án FVille 1 (Hòa Lạc),-,144.560.808.807,,144560808807.0
Khác,Khác,Khác,72.345.907.886,62.892.084.912,72345907886.0,62892084912.0
,,,537.241.674.698,539.102.696.805,537241674698.0,539102696805.0
