row_label_raw,row_label_full,Ông Truong Gia Bình,Chủ tịch,numeric__Chủ tịch
Ông Bùi Quang Ngọc,Ông Bùi Quang Ngọc,Ông Bùi Quang Ngọc,Phó Chủ tịch,
Ông Đỗ Cao Bảo,Ông Đỗ Cao Bảo,Ông Đỗ Cao Bảo,Ủy viên,
Ông Lê Song Lai,Ông Lê Song Lai,Ông Lê Song Lai,Ủy viên,
Ông Jean Charles Belliol,Ông Jean Charles Belliol,Ông Jean Charles Belliol,Ủy viên,
Ông Hamaguchi Tomokazu,Ông Hamaguchi Tomokazu,Ông Hamaguchi Tomokazu,Ủy viên (bổ nhiệm ngày 01 tháng 10 năm 2014),
Ông Dan E Khoo,Ông Dan E Khoo,Ông Dan E Khoo,Ủy viên (bổ nhiệm ngày 01 tháng 11 năm 2014),
Ông Truong Đình Anh,Ông Truong Đình Anh,Ông Truong Đình Anh,Ủy viên (miễn nhiệm ngày 30 tháng 6 năm 2014),
Bà Lê Nữ Thùy Dương,Bà Lê Nữ Thùy Dương,Bà Lê Nữ Thùy Dương,Ủy viên (miễn nhiệm ngày 30 tháng 6 năm 2014),
