row_label_raw,row_label_full,col_0,31/12/2014,31/12/2013,numeric__31/12/2014,numeric__31/12/2013
,,,VND,VND,,
Trong vòng một năm,Trong vòng một năm,Trong vòng một năm,113.838.052.738,38.304.113.076,113838052738.0,38304113076.0
Trong năm thứ hai,Trong năm thứ hai,Trong năm thứ hai,75.361.130.056,44.954.198.078,75361130056.0,44954198078.0
Từ năm thứ ba đến năm thứ năm,Từ năm thứ ba đến năm thứ năm,Từ năm thứ ba đến năm thứ năm,65.521.575.745,9.975.127.501,65521575745.0,9975127501.0
Sau năm năm,Sau năm năm,Sau năm năm,-,-,,
Chưa có lịch trả nợ,Sau năm năm > Chưa có lịch trả nợ,Chưa có lịch trả nợ,817.445.300,-,817445300.0,
,,,255.538.203.839,93.233.438.655,255538203839.0,93233438655.0
Trừ: số phải trả trong vòng 12 tháng,Sau năm năm > Trừ: số phải trả trong vòng 12 tháng,Trừ: số phải trả trong vòng 12 tháng,113.838.052.738,38.304.113.076,113838052738.0,38304113076.0
(được trình bày ở phần nợ ngắn hạn),(được trình bày ở phần nợ ngắn hạn),(được trình bày ở phần nợ ngắn hạn),,,,
Số phải trả sau 12 tháng,(được trình bày ở phần nợ ngắn hạn) > Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,141.700.151.101,54.929.325.579,141700151101.0,54929325579.0
