row_label_raw,row_label_full,Tên công ty con,Nơi thành lập và hoạt động,Tỷ lệ phần sở hữu,Tỷ lệ quyền biểu quyết,Hoạt động chính,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ phần sở hữu,numeric__Tỷ lệ quyền biểu quyết,numeric__Hoạt động chính
Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,"Tầng 6-12 Tòa nhà FPT Cầu Giấy, phố Duy Tân, quận Cầu Giấy, Hà Nội",100%,100%,Cung cấp các dịch vụ và sản phẩm phần mềm,,1.0,1.0,
Công ty TNHH Thương mại FPT,Công ty TNHH Thương mại FPT,Công ty TNHH Thương mại FPT,"Tòa nhà FPT Cầu Giấy, phố Duy Tân, quận Cầu Giấy, Hà Nội",100%,100%,"Sán xuất các sản phẩm công nghệ và phân phối các linh kiện CNTT và điện thoại di động, chế tạo máy tính",,1.0,1.0,
Công ty Cổ phần Viễn thông FPT (i),Công ty Cổ phần Viễn thông FPT (i),Công ty Cổ phần Viễn thông FPT (i),"Tầng 2, Tòa nhà FPT Cầu Giấy, phố Duy Tân, quận Cầu Giấy, Hà Nội","45,64%","45,64%","Cung cấp các dịch vụ ADSL, cho thuê đường truyền, quảng cáo trực tuyến, trò chơi trực tuyến và các dịch vụ trực tuyến khác",,0.45640000000000003,0.45640000000000003,
Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,"Tòa nhà FPT Cầu Giấy, phố Duy Tân, quận Cầu Giấy, Hà Nội",100%,100%,Cung cấp dịch vụ đào tạo và công nghệ,,1.0,1.0,
Công ty Cổ phần Dịch vụ trực tuyến FPT,Công ty Cổ phần Dịch vụ trực tuyến FPT,Công ty Cổ phần Dịch vụ trực tuyến FPT,"Số 408 đường Điện Biên Phủ, phường 11, quận 10, thành phố Hồ Chí Minh","51,95%","84,08%",Cung cấp các dịch vụ trực tuyến,,0.5195000000000001,0.8408,
Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,"Tầng 13, Tòa nhà FPT Cầu Giấy, phố Duy Tân, quận Cầu Giấy, Hà Nội",100%,100%,"Hoạt động hỗ trợ dịch vụ tài chính (hoạt động tư vấn đầu tư, không bao gồm tư vấn pháp luật, tài chính)",,1.0,1.0,
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,"Số 261 - 263 Khánh Hội, phường 5, quận 4, thành phố Hồ Chí Minh","84,27%","84,27%","Bán lẻ máy vi tính, thiết bị ngoại vi, phần mềm và thiết bị viễn thông; đại lý dịch vụ viễn thông",,0.8427,0.8427,
Công ty TNHH Truyền thông Giải trí FPT (ii),Công ty TNHH Truyền thông Giải trí FPT (ii),Công ty TNHH Truyền thông Giải trí FPT (ii),"Số 153 Nguyễn Đình Chiếu, phường 6, quận 3, thành phố Hồ Chí Minh",100%,100%,"Sán xuất và dàn dụng các bản tin và các chương trình, giải trí; cung cấp dịch vụ viễn thông và dịch vụ quảng cáo",,1.0,1.0,
