row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2014,31/12/2013,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2014,numeric__31/12/2013
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(79.697.060.843),(24.924.631.429),149.0,,-79697060843.0,-24924631429.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,1.579.589.615.663,973.407.630.705,150.0,,1579589615663.0,973407630705.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,12,592.435.044.749,178.529.969.119,151.0,12.0,592435044749.0,178529969119.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,921.625.024.678,757.073.611.102,152.0,,921625024678.0,757073611102.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,154,,33.743.686.340,10.025.030.013,154.0,,33743686340.0,10025030013.0
4. Tài sản ngắn hạn khác,4. Tài sản ngắn hạn khác,4. Tài sản ngắn hạn khác,158,,31.785.859.896,27.779.020.471,158.0,,31785859896.0,27779020471.0
B. TÀI SẢN DÀI HẠN(200=210+220+250+260+269),B. TÀI SẢN DÀI HẠN(200=210+220+250+260+269),B. TÀI SẢN DÀI HẠN(200=210+220+250+260+269),200,,5.694.011.211.930,4.662.313.781.106,200.0,,5694011211930.0,4662313781106.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,-,1.212.664.525,210.0,,,1212664525.0
1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,218,,-,1.212.664.525,218.0,,,1212664525.0
II. Tài sản cổ định,II. Tài sản cổ định,II. Tài sản cổ định,220,,3.837.788.188.637,3.075.863.270.475,220.0,,3837788188637.0,3075863270475.0
1. Tài sản cổ định hữu hình,1. Tài sản cổ định hữu hình,1. Tài sản cổ định hữu hình,221,13,2.998.002.341.729,2.263.586.993.603,221.0,13.0,2998002341729.0,2263586993603.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,5.352.532.953.679,4.132.422.050.335,222.0,,5352532953679.0,4132422050335.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(2.354.530.611.950),(1.868.835.056.732),223.0,,-2354530611950.0,-1868835056732.0
2. Tài sản cổ định thuê tài chính,2. Tài sản cổ định thuê tài chính,2. Tài sản cổ định thuê tài chính,224,,740.441.475,545.870.029,224.0,,740441475.0,545870029.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,225,,958.946.192,794.460.808,225.0,,958946192.0,794460808.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,226,,(218.504.717),(248.590.779),226.0,,-218504717.0,-248590779.0
3. Tài sản cổ định vô hình,3. Tài sản cổ định vô hình,3. Tài sản cổ định vô hình,227,14,301.803.730.735,272.627.710.038,227.0,14.0,301803730735.0,272627710038.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,529.387.560.020,480.191.028.731,228.0,,529387560020.0,480191028731.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(227.583.829.285),(207.563.318.693),229.0,,-227583829285.0,-207563318693.0
4. Chi phí xây dựng cơ bản dở dang,4. Chi phí xây dựng cơ bản dở dang,4. Chi phí xây dựng cơ bản dở dang,230,15,537.241.674.698,539.102.696.805,230.0,15.0,537241674698.0,539102696805.0
III. Các khoản đầu tư tài chính dài hạn,III. Các khoản đầu tư tài chính dài hạn,III. Các khoản đầu tư tài chính dài hạn,250,,796.508.947.186,706.727.341.936,250.0,,796508947186.0,706727341936.0
1. Đầu tư vào công ty liên kết,1. Đầu tư vào công ty liên kết,1. Đầu tư vào công ty liên kết,252,17,251.078.173.392,225.525.036.285,252.0,17.0,251078173392.0,225525036285.0
2. Đầu tư dài hạn khác,2. Đầu tư dài hạn khác,2. Đầu tư dài hạn khác,258,18,703.175.738.859,663.468.944.666,258.0,18.0,703175738859.0,663468944666.0
3. Dự phòng giảm giả đầu tư tài chính dài hạn,3. Dự phòng giảm giả đầu tư tài chính dài hạn,3. Dự phòng giảm giả đầu tư tài chính dài hạn,259,,(157.744.965.065),(182.266.639.015),259.0,,-157744965065.0,-182266639015.0
IV. Tài sản dài hạn khác,IV. Tài sản dài hạn khác,IV. Tài sản dài hạn khác,260,,726.543.631.463,647.002.229.017,260.0,,726543631463.0,647002229017.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,19,523.437.534.683,489.423.569.136,261.0,19.0,523437534683.0,489423569136.0
2. Tài sản thuê thu nhập hoãn lại,2. Tài sản thuê thu nhập hoãn lại,2. Tài sản thuê thu nhập hoãn lại,262,20,131.807.015.837,103.536.509.729,262.0,20.0,131807015837.0,103536509729.0
3. Tài sản dài hạn khác,3. Tài sản dài hạn khác,3. Tài sản dài hạn khác,268,,71.299.080.943,54.042.150.152,268.0,,71299080943.0,54042150152.0
V. Lợi thế thương mại,V. Lợi thế thương mại,V. Lợi thế thương mại,269,,333.170.444.644,231.508.275.153,269.0,,333170444644.0,231508275153.0
TỔNG CỘNG TÀI SẢN (270=100+200),TỔNG CỘNG TÀI SẢN (270=100+200),TỔNG CỘNG TÀI SẢN (270=100+200),270,,22.658.343.950.733,17.570.557.253.512,270.0,,22658343950733.0,17570557253512.0
