row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2014,31/12/2013,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2014,numeric__31/12/2013
A. TÀI SẢN NGĂN HẠN(100=110+120+130+140+150),A. TÀI SẢN NGĂN HẠN(100=110+120+130+140+150),A. TÀI SẢN NGĂN HẠN(100=110+120+130+140+150),100,,16.964.332.738.803,12.908.243.472.406,100.0,,16964332738803.0,12908243472406.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,6,4.336.282.447.769,2.750.971.144.015,110.0,6.0,4336282447769.0,2750971144015.0
1. Tiền,1. Tiền,1. Tiền,111,,2.072.206.319.316,1.426.911.070.762,111.0,,2072206319316.0,1426911070762.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,2.264.076.128.453,1.324.060.073.253,112.0,,2264076128453.0,1324060073253.0
II. Các khoản đầu tư tài chính ngắn hạn,II. Các khoản đầu tư tài chính ngắn hạn,II. Các khoản đầu tư tài chính ngắn hạn,120,7,1.441.486.664.176,1.443.449.364.921,120.0,7.0,1441486664176.0,1443449364921.0
1. Đầu tư ngắn hạn,1. Đầu tư ngắn hạn,1. Đầu tư ngắn hạn,121,,1.450.892.161.296,1.452.854.862.041,121.0,,1450892161296.0,1452854862041.0
2. Dự phòng giảm giá đầu tư ngắn hạn,2. Dự phòng giảm giá đầu tư ngắn hạn,2. Dự phòng giảm giá đầu tư ngắn hạn,129,,(9.405.497.120),(9.405.497.120),129.0,,-9405497120.0,-9405497120.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,5.034.337.827.055,4.411.534.370.955,130.0,,5034337827055.0,4411534370955.0
1. Phải thu khách hàng,1. Phải thu khách hàng,1. Phải thu khách hàng,131,,4.005.225.417.438,3.658.267.197.017,131.0,,4005225417438.0,3658267197017.0
2. Trà trước cho người bán,2. Trà trước cho người bán,2. Trà trước cho người bán,132,,400.189.196.061,253.623.307.137,132.0,,400189196061.0,253623307137.0
3. Phải thu theo tiến độ kế hoạch hợp đồng,3. Phải thu theo tiến độ kế hoạch hợp đồng,3. Phải thu theo tiến độ kế hoạch hợp đồng,134,8,522.982.860.079,419.888.616.854,134.0,8.0,522982860079.0,419888616854.0
4. Các khoản phải thu khác,4. Các khoản phải thu khác,4. Các khoản phải thu khác,135,9,401.395.904.525,320.026.947.899,135.0,9.0,401395904525.0,320026947899.0
5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,139,10,(295.455.551.048),(240.271.697.952),139.0,10.0,-295455551048.0,-240271697952.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,11,4.572.636.184.140,3.328.880.961.810,140.0,11.0,4572636184140.0,3328880961810.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,4.652.333.244.983,3.353.805.593.239,141.0,,4652333244983.0,3353805593239.0
