row_label_raw,row_label_full,col_0,Số cổ phiếu bình quân gia quyền,Lãi cơ bản trên cổ phiếu,numeric__Số cổ phiếu bình quân gia quyền,numeric__Lãi cơ bản trên cổ phiếu
,,,Cổ phiếu,VND,,
Theo báo cáo tài chính hợp nhất cho năm tài chính kết thúc ngày 31 tháng 12 năm 2013,Theo báo cáo tài chính hợp nhất cho năm tài chính kết thúc ngày 31 tháng 12 năm 2013,Theo báo cáo tài chính hợp nhất cho năm tài chính kết thúc ngày 31 tháng 12 năm 2013,274.443.726,5.858,274443726.0,5858.0
Ảnh hưởng của trả cổ tức bằng cổ phiếu được phát hành vào ngày 09 tháng 5 năm 2014,Ảnh hưởng của trả cổ tức bằng cổ phiếu được phát hành vào ngày 09 tháng 5 năm 2014,Ảnh hưởng của trả cổ tức bằng cổ phiếu được phát hành vào ngày 09 tháng 5 năm 2014,68.774.845,(1.174),68774845.0,-1174.0
Số đã điều chỉnh lại,Số đã điều chỉnh lại,Số đã điều chỉnh lại,343.218.571,4.684,343218571.0,4684.0
