row_label_raw,row_label_full,col_0,Số cuối năm,VND > Số đầu năm,numeric__Số cuối năm,numeric__VND > Số đầu năm
Đầu tư vào công ty con (TM số 13.1),Đầu tư vào công ty con (TM số 13.1),Đầu tư vào công ty con (TM số 13.1),10.168.822.473.403,10.155.028.370.663,10168822473403.0,10155028370663.0
Đầu tư vào công ty liên doanh (TM số 13.2),Đầu tư vào công ty liên doanh (TM số 13.2),Đầu tư vào công ty liên doanh (TM số 13.2),1.800.695.826.373,2.010.695.826.373,1800695826373.0,2010695826373.0
Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,-,99.000.000.000,,99000000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,11.969.518.299.776,12.264.724.197.036,11969518299776.0,12264724197036.0
