row_label_raw,row_label_full,Số đầu năm,Năm nay > 79.341.089.351,VNDNăm trước > 61.323.599.367,numeric__Năm nay > 79.341.089.351,numeric__VNDNăm trước > 61.323.599.367
Trích lập quỹ (TM số 22.1),Trích lập quỹ (TM số 22.1),Trích lập quỹ (TM số 22.1),10.000.000.000,42.120.000.000,10000000000.0,42120000000.0
Sử dụng quỹ,Sử dụng quỹ,Sử dụng quỹ,(30.317.300.253),(24.102.510.016),-30317300253.0,-24102510016.0
Số cuối năm,Số cuối năm,Số cuối năm,59.023.789.098,79.341.089.351,59023789098.0,79341089351.0
