row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Số đầu năm
Các khoản phải thu ngắn hạn của khách hàng,Các khoản phải thu ngắn hạn của khách hàng,Các khoản phải thu ngắn hạn của khách hàng,Các khoản phải thu ngắn hạn của khách hàng,Các khoản phải thu ngắn hạn của khách hàng,Các khoản phải thu ngắn hạn của khách hàng,Các khoản phải thu ngắn hạn của khách hàng,,,,
Thái Bình,Các khoản phải thu ngắn hạn của khách hàng > Thái Bình,Thái Bình,Bên liên quan,Chuyển nhượng vốn,278.900.000.000,278.900.000.000,,,278900000000.0,278900000000.0
NNH Mizuki,Các khoản phải thu ngắn hạn của khách hàng > NNH Mizuki,NNH Mizuki,Công ty liên doanh,Dịch vụ quản lý dự án,98.520.853.118,113.524.234.800,,,98520853118.0,113524234800.0
Southgate,Các khoản phải thu ngắn hạn của khách hàng > Southgate,Southgate,Công ty con,Dịch vụ quản lý dự án,78.820.841.280,30.288.286.080,,,78820841280.0,30288286080.0
Paragon,Các khoản phải thu ngắn hạn của khách hàng > Paragon,Paragon,Công ty liên doanh,Dịch vụ quản lý dự án,66.973.000.000,50.693.040.000,,,66973000000.0,50693040000.0
Nguyên Sơn,Các khoản phải thu ngắn hạn của khách hàng > Nguyên Sơn,Nguyên Sơn,Công ty con,Dịch vụ tư vấn quản lý,32.602.359.901,25.679.365.900,,,32602359901.0,25679365900.0
Nam Long CP,Các khoản phải thu ngắn hạn của khách hàng > Nam Long CP,Nam Long CP,Công ty con,Doanh thu bán trung tâm thương mai,21.595.105.325,21.595.105.325,,,21595105325.0,21595105325.0
Nam Long Mekong,Các khoản phải thu ngắn hạn của khách hàng > Nam Long Mekong,Nam Long Mekong,Công ty con,Dịch vụ tư vấn quản lý,7.579.429.438,7.579.429.438,,,7579429438.0,7579429438.0
Anabuki,Các khoản phải thu ngắn hạn của khách hàng > Anabuki,Anabuki,Công ty liên kết,Dịch vụ tư vấn quản lý,2.478.065.884,1.826.212.914,,,2478065884.0,1826212914.0
Nam Long ADC,Các khoản phải thu ngắn hạn của khách hàng > Nam Long ADC,Nam Long ADC,Công ty con,Dịch vụ tư vấn quản lý,1.906.811.448,8.619.705.118,,,1906811448.0,8619705118.0
Dịch vụ Nam Long,Các khoản phải thu ngắn hạn của khách hàng > Dịch vụ Nam Long,Dịch vụ Nam Long,Công ty con,Dịch vụ tư vấn quản lý,733.212.590,733.212.590,,,733212590.0,733212590.0
Waterfront Đồng Nai,Các khoản phải thu ngắn hạn của khách hàng > Waterfront Đồng Nai,Waterfront Đồng Nai,Công ty con,Dịch vụ quản lý dự án,312.176.986,72.065.988.360,,,312176986.0,72065988360.0
Nam Long Land,Các khoản phải thu ngắn hạn của khách hàng > Nam Long Land,Nam Long Land,Công ty con,Thanh lý tài sản,-,1.351.964.652,,,,1351964652.0
Nam Long VCD,Các khoản phải thu ngắn hạn của khách hàng > Nam Long VCD,Nam Long VCD,Công ty con,Dịch vụ tư vấn quản lý,-,1.080.000.000,,,,1080000000.0
,,,,,590.421.855.970,613.936.545.177,,,590421855970.0,613936545177.0
