row_label_raw,row_label_full,Nam Long Land > Nam Khang > Nam Long CP > Dịch vụNam Long,Công ty con,Phí dịch vụtư vấn quản lý > Phí dịch vụxây dựng > Chi phí thuê > Phí dịch vụtư vấn quản lý,128.937.563.520 > 18.839.205.231 > 18.116.748.741 > 15.375.197.271,207.676.900.303 > 8.062.358.802 > 9.106.008.540 > 4.862.527.493,numeric__Công ty con,numeric__Phí dịch vụtư vấn quản lý > Phí dịch vụxây dựng > Chi phí thuê > Phí dịch vụtư vấn quản lý,numeric__128.937.563.520 > 18.839.205.231 > 18.116.748.741 > 15.375.197.271,numeric__207.676.900.303 > 8.062.358.802 > 9.106.008.540 > 4.862.527.493
Sản Giao Dịch,Sản Giao Dịch,Sản Giao Dịch,Công ty con,Dịch vụ môi giới,14.505.474.997,38.980.325.411,,,14505474997.0,38980325411.0
Anabuki,Anabuki,Anabuki,Công tyliên kết,Phí dịch vụtư vấn quản lý,4.932.470.978,4.171.501.321,,,4932470978.0,4171501321.0
Nam Long ADC,Nam Long ADC,Nam Long ADC,Công ty con,Phí dịch vụtư vấn quản lý,3.922.524.600,22.321.440.574,,,3922524600.0,22321440574.0
Nam Long VCD,Nam Long VCD,Nam Long VCD,Công ty con,Phí dịch vụtư vấn quản lý,1.892.849.560,3.525.502.844,,,1892849560.0,3525502844.0
Vận tải Nam Long,Vận tải Nam Long,Vận tải Nam Long,Công ty con,Phí dịch vụtư vấn quản lý,1.503.693.324,346.547.400,,,1503693324.0,346547400.0
,,,,,208.025.728.222,299.053.112.688,,,208025728222.0,299053112688.0
