row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
NLG - NNR - HR Fuji,NLG - NNR - HR Fuji,NLG - NNR - HR Fuji,Công ty con,Chia lợi nhuận theo HĐHTKD,92.678.034.356,127.492.989.504,,,92678034356.0,127492989504.0
NLG - NNR - HR Fuji,NLG - NNR - HR Fuji,NLG - NNR - HR Fuji,Công ty con,Nhận cổ tức,29.200.000.000,23.200.000.000,,,29200000000.0,23200000000.0
NLG - NNR - HR Fuji,NLG - NNR - HR Fuji,NLG - NNR - HR Fuji,Công ty con,Phí dịch vụ quản lí Hoàn vốn,3.600.000.000,1.800.000.000,,,3600000000.0,1800000000.0
NLG - NNR - HR Fuji,NLG - NNR - HR Fuji,NLG - NNR - HR Fuji,Công ty con,Phí dịch vụ quản lí Hoàn vốn,-,175.000.000.000,,,,175000000000.0
Sản Giao Dịch,Sản Giao Dịch,Sản Giao Dịch,Công ty con,Phí hoa hòng,98.905.848.802,165.836.474.527,,,98905848802.0,165836474527.0
Sản Giao Dịch,Sản Giao Dịch,Sản Giao Dịch,Công ty con,Phải thu cổ tức,47.900.000.000,-,,,47900000000.0,
Paragon,Paragon,Paragon,Công ty liên doanh,Tạm ứng để vốn góp,80.000.000.000,90.000.000.000,,,80000000000.0,90000000000.0
Paragon,Paragon,Paragon,Công ty liên doanh,Doanh thu từ dịch vụ quản lý dự án (*),28.087.000.000,46.938.000.000,,,28087000000.0,46938000000.0
Paragon,Paragon,Paragon,Công ty liên doanh,Thu gốc cho vay Cho vay,-,70.000.000.000,,,,70000000000.0
Paragon,Paragon,Paragon,Công ty liên doanh,Thu nhập lãi cho vay,-,6.000.000.000,,,,6000000000.0
Paragon,Paragon,Paragon,Công ty liên doanh,Thu nhập lãi cho vay,-,3.475.287.671,,,,3475287671.0
Tân Hiệp,Tân Hiệp,Tân Hiệp,Bên liên quan,Chuyển nhượng vốn,-,89.830.508.475,,,,89830508475.0
Tân Hiệp,Tân Hiệp,Tân Hiệp,Bên liên quan,Tạm ứng mua cổ phần,-,50.000.000.000,,,,50000000000.0
Nam Long Retail,Nam Long Retail,Nam Long Retail,Công ty con,Góp vốn,40.000.000.000,60.000.000.000,,,40000000000.0,60000000000.0
Nam Long Retail,Nam Long Retail,Nam Long Retail,Công ty con,Lợi nhuận phải thu,700.000.000,-,,,700000000.0,
Nguyên Sơn,Nguyên Sơn,Nguyên Sơn,Công ty con,Trả gốc vay,93.500.000.000,37.200.000.000,,,93500000000.0,37200000000.0
Nguyên Sơn,Nguyên Sơn,Nguyên Sơn,Công ty con,Nhận cổ tức,18.339.442.800,26.199.204.000,,,18339442800.0,26199204000.0
Nguyên Sơn,Nguyên Sơn,Nguyên Sơn,Công ty con,Dịch vụ quản lý dự án Lãi vay,6.410.179.631,-,,,6410179631.0,
Nguyên Sơn,Nguyên Sơn,Nguyên Sơn,Công ty con,Dịch vụ quản lý dự án Lãi vay,4.534.700.000,9.706.608.601,,,4534700000.0,9706608601.0
Dịch vụ Nam Long,Dịch vụ Nam Long,Dịch vụ Nam Long,Công ty con,Phí dịch vụ quản lý,18.856.864.622,21.924.158.177,,,18856864622.0,21924158177.0
Dịch vụ Nam Long,Dịch vụ Nam Long,Dịch vụ Nam Long,Công ty con,Cổ tức phải thu,16.000.000.000,-,,,16000000000.0,
Dịch vụ Nam Long,Dịch vụ Nam Long,Dịch vụ Nam Long,Công ty con,Thu nhập cho thuê,1.680.000.000,1.663.577.273,,,1680000000.0,1663577273.0
Nam Long Mekong,Nam Long Mekong,Nam Long Mekong,Công ty con,Lãi vay,2.484.583.592,3.218.050.258,,,2484583592.0,3218050258.0
Nam Long Mekong,Nam Long Mekong,Nam Long Mekong,Công ty con,Phải thu cổ tức,1.544.140.000,-,,,1544140000.0,
Nam Long Mekong,Nam Long Mekong,Nam Long Mekong,Công ty con,Trả gốc vay Mua vốn,-,20.000.000.000,,,,20000000000.0
Nam Long Mekong,Nam Long Mekong,Nam Long Mekong,Công ty con,Trả gốc vay Mua vốn,-,14.240.000.000,,,,14240000000.0
Nam Phan,Nam Phan,Nam Phan,Công ty con,Trả gốc vay Vay,151.000.000.000,18.500.000.000,,,151000000000.0,18500000000.0
Nam Phan,Nam Phan,Nam Phan,Công ty con,Lãi vay,142.000.000.000,-,,,142000000000.0,
Nam Phan,Nam Phan,Nam Phan,Công ty con,Doanh thu dịch vụ,11.266.727.262,12.444.393.926,,,11266727262.0,12444393926.0
Nam Phan,Nam Phan,Nam Phan,Công ty con,Doanh thu dịch vụ,7.110.740.000,-,,,7110740000.0,
Nam Long CP,Nam Long CP,Nam Long CP,Công ty con,Nhận cổ tức,20.000.000.000,-,,,20000000000.0,
Nam Long CP,Nam Long CP,Nam Long CP,Công ty con,Chi phí thuê,16.290.962.583,14.084.138.063,,,16290962583.0,14084138063.0
Nam Long CP,Nam Long CP,Nam Long CP,Công ty con,Phí tư vấn quản lý,2.699.181.683,3.289.971.284,,,2699181683.0,3289971284.0
Anabuki,Anabuki,Anabuki,Công ty liên kết,Phí dịch vụ quản lý,28.774.766.938,17.629.939.326,,,28774766938.0,17629939326.0
Anabuki,Anabuki,Anabuki,Công ty liên kết,Doanh thu dịch vụ,2.299.158.808,1.688.382.656,,,2299158808.0,1688382656.0
