row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải thu cổ tức,Ngắn hạn > Phải thu cổ tức,Phải thu cổ tức,271.160.611.233,79.912.971.233,271160611233.0,79912971233.0
Tạm ứng cho nhân viên phục vụ công tácđền bù đất,Ngắn hạn > Tạm ứng cho nhân viên phục vụ công tácđền bù đất,Tạm ứng cho nhân viên phục vụ công tácđền bù đất,207.024.259.500,220.559.000.000,207024259500.0,220559000000.0
Tạm ứng vốn góp vào một công ty liên doanh,Ngắn hạn > Tạm ứng vốn góp vào một công ty liên doanh,Tạm ứng vốn góp vào một công ty liên doanh,170.000.000.000,90.000.000.000,170000000000.0,90000000000.0
Tạm ứng khác cho nhân viên,Ngắn hạn > Tạm ứng khác cho nhân viên,Tạm ứng khác cho nhân viên,10.306.221.836,27.342.742.807,10306221836.0,27342742807.0
Khác,Ngắn hạn > Khác,Khác,28.041.299.761,7.610.794.256,28041299761.0,7610794256.0
,,,686.532.392.330,425.425.508.296,686532392330.0,425425508296.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Ký quỹ, ký cược dài hạn","Dài hạn > Ký quỹ, ký cược dài hạn","Ký quỹ, ký cược dài hạn",8.903.903.144,9.333.129.994,8903903144.0,9333129994.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,695.436.295.474,434.758.638.290,695436295474.0,434758638290.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu khác các bên khác,Trong đó: > Phải thu khác các bên khác,Phải thu khác các bên khác,243.076.631.168,256.962.868.451,243076631168.0,256962868451.0
Phải thu khác các bên liên quan (TM số 28),Phải thu khác các bên liên quan (TM số 28),Phải thu khác các bên liên quan (TM số 28),,,,
- Ngắn hạn,Phải thu khác các bên liên quan (TM số 28) > - Ngắn hạn,- Ngắn hạn,446.565.908.036,171.832.971.233,446565908036.0,171832971233.0
- Dài hạn,Phải thu khác các bên liên quan (TM số 28) > - Dài hạn,- Dài hạn,5.793.756.270,5.962.798.606,5793756270.0,5962798606.0
