row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng (lỗ) lợi nhuận kế toán trước thuế,Tổng (lỗ) lợi nhuận kế toán trước thuế,Tổng (lỗ) lợi nhuận kế toán trước thuế,(52.263.691.058),696.469.227.381,-52263691058.0,696469227381.0
Thuế TNDN theo thuế suất 20%,Thuế TNDN theo thuế suất 20%,Thuế TNDN theo thuế suất 20%,(10.452.738.212),139.293.845.476,-10452738212.0,139293845476.0
Các khoản điều chỉnh tăng (giảm) chi phí thuế TNDN,Các khoản điều chỉnh tăng (giảm) chi phí thuế TNDN,Các khoản điều chỉnh tăng (giảm) chi phí thuế TNDN,Các khoản điều chỉnh tăng (giảm) chi phí thuế TNDN,Các khoản điều chỉnh tăng (giảm) chi phí thuế TNDN,,
Chi phí lãi vay không được trừ (i),Các khoản điều chỉnh tăng (giảm) chi phí thuế TNDN > Chi phí lãi vay không được trừ (i),Chi phí lãi vay không được trừ (i),50.938.854.653,-,50938854653.0,
Lợi nhuận sau thuế chia cho các bên theo,Lợi nhuận sau thuế chia cho các bên theo,Lợi nhuận sau thuế chia cho các bên theo,Lợi nhuận sau thuế chia cho các bên theo,Lợi nhuận sau thuế chia cho các bên theo,,
HĐHTKD,Lợi nhuận sau thuế chia cho các bên theo > HĐHTKD,HĐHTKD,18.535.606.871,-,18535606871.0,
Chi phí không được trừ,Lợi nhuận sau thuế chia cho các bên theo > Chi phí không được trừ,Chi phí không được trừ,2.838.359.472,24.412.409.458,2838359472.0,24412409458.0
Thu nhập từ cổ tức được miễn thuế,Lợi nhuận sau thuế chia cho các bên theo > Thu nhập từ cổ tức được miễn thuế,Thu nhập từ cổ tức được miễn thuế,(118.475.602.771),(131.963.937.349),-118475602771.0,-131963937349.0
Lỗ thuế mang sang các kỳ sau chưa ghi,Lỗ thuế mang sang các kỳ sau chưa ghi,Lỗ thuế mang sang các kỳ sau chưa ghi,Lỗ thuế mang sang các kỳ sau chưa ghi,Lỗ thuế mang sang các kỳ sau chưa ghi,,
nhận thuế hoãn lại của chi nhánh Công ty,Lỗ thuế mang sang các kỳ sau chưa ghi > nhận thuế hoãn lại của chi nhánh Công ty,nhận thuế hoãn lại của chi nhánh Công ty,1.363.295.207,-,1363295207.0,
(Thu nhập) chi phí thuế TNDN,Lỗ thuế mang sang các kỳ sau chưa ghi > (Thu nhập) chi phí thuế TNDN,(Thu nhập) chi phí thuế TNDN,(55.252.224.780),31.742.317.585,-55252224780.0,31742317585.0
