row_label_raw,row_label_full,STT,Chỉ tiêu,2023Triệu VND,2022Triệu VND,numeric__Chỉ tiêu,numeric__2023Triệu VND,numeric__2022Triệu VND
,,,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG KINH DOANH,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG KINH DOANH,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG KINH DOANH,,,
01,01,01,Thu nhập lãi và các khoản thu nhập tương tự nhận được,108.115.649,86.084.771,,108115649.0,86084771.0
02,02,02,Chi phí lãi và các chi phí tương tự đã trả,(47.454.819),(31.709.129),,-47454819.0,-31709129.0
03,03,03,Thu nhập thuần từ hoạt động dịch vụ nhận được,4.100.623,5.160.000,,4100623.0,5160000.0
04,04,04,"Chênh lệch số tiền thực thu và thực chỉ từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",5.242.957,6.001.404,,5242957.0,6001404.0
05,05,05,Thu nhập/(chi phí) khác,179.388,(351.728),,179388.0,-351728.0
06,06,06,"Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",2.090.116,2.394.744,,2090116.0,2394744.0
07,07,07,"Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ",(19.932.948),(19.834.116),,-19932948.0,-19834116.0
08,08,08,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,(8.969.967),(3.976.351),,-8969967.0,-3976351.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ hoạt động,43.370.999,43.769.595,,43370999.0,43769595.0
,,,(Tăng)/giảm về tài sản hoạt động,(Tăng)/giảm về tài sản hoạt động,(Tăng)/giảm về tài sản hoạt động,,,
09,09,09,Các khoản tiền gửi và cho vay các tổ chức tín dụng khác,10.780.289,(15.019.465),,10780289.0,-15019465.0
10,10,10,Các khoản về kinh doanh chứng khoán,19.792.999,5.431.755,,19792999.0,5431755.0
11,11,11,Các công cụ tài chính phải sinh và các tài sản tài chính khác,156.515,146.687,,156515.0,146687.0
12,12,12,Các khoản cho vay khách hàng,(125.292.768),(184.316.295),,-125292768.0,-184316295.0
13,13,13,"Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tốn thất các khoản cho vay",(5.758.202),(3.530.346),,-5758202.0,-3530346.0
14,14,14,Tài sản hoạt động khác,30.781.829,(28.925.742),,30781829.0,-28925742.0
,,,Tăng/(giảm) về nợ hoạt động,Tăng/(giảm) về nợ hoạt động,Tăng/(giảm) về nợ hoạt động,,,
15,15,15,Các khoản nợ Chính phủ và NHNN,(65.643.979),57.846.700,,-65643979.0,57846700.0
16,16,16,Các khoản tiền gửi và vay các tổ chức tín dụng khác,(18.671.870),122.753.073,,-18671870.0,122753073.0
17,17,17,Các khoản tiền gửi của khách hàng,152.229.140,108.144.558,,152229140.0,108144558.0
18,18,18,Các khoản phát hành giấy tờ có giá,(5.425.274),7.950.797,,-5425274.0,7950797.0
19,19,19,"Các khoản vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro",(2.933),(4.409),,-2933.0,-4409.0
20,20,20,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,117.752,-,,117752.0,
21,21,21,Công nợ hoạt động khác,(72.173.193),71.713.235,,-72173193.0,71713235.0
22,22,22,Chỉ từ các quỹ của tổ chức tín dụng,(2.802.834),(2.538.654),,-2802834.0,-2538654.0
I,I,I,Lưu chuyển tiền thuần (cho)/từ hoạt động kinh doanh,(38.541.530),183.421.489,,-38541530.0,183421489.0
