row_label_raw,row_label_full,col_0,Quyền sử dụng đấtTriệu VND,Bản quyền và bằng sáng chếTriệu VND,Tài sản cố định vô hình khácTriệu VND,Tổng cộngTriệu VND,numeric__Quyền sử dụng đấtTriệu VND,numeric__Bản quyền và bằng sáng chếTriệu VND,numeric__Tài sản cố định vô hình khácTriệu VND,numeric__Tổng cộngTriệu VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,2.504.743,2.232.088,52.258,4.789.089,2504743.0,2232088.0,52258.0,4789089.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,91,93.703,25.930,119.724,91.0,93703.0,25930.0,119724.0
- Mua mới,Nguyên giá > - Mua mới,- Mua mới,-,93.703,19.414,113.117,,93703.0,19414.0,113117.0
- Tăng khác,Nguyên giá > - Tăng khác,- Tăng khác,91,-,6.516,6.607,91.0,,6516.0,6607.0
Giảm trong năm,Nguyên giá > Giảm trong năm,Giảm trong năm,-,(1.881),(51),(1.932),,-1881.0,-51.0,-1932.0
- Giảm khác,Nguyên giá > - Giảm khác,- Giảm khác,-,(1.881),(51),(1.932),,-1881.0,-51.0,-1932.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,2.504.834,2.323.910,78.137,4.906.881,2504834.0,2323910.0,78137.0,4906881.0
Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,,,,
Số dư đầu năm,Hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,133.383,1.807.564,32.825,1.973.772,133383.0,1807564.0,32825.0,1973772.0
Tăng trong năm,Hao mòn lũy kế > Tăng trong năm,Tăng trong năm,14.788,320.621,5.500,340.909,14788.0,320621.0,5500.0,340909.0
- Hao mòn,Hao mòn lũy kế > - Hao mòn,- Hao mòn,14.788,320.621,5.500,340.909,14788.0,320621.0,5500.0,340909.0
Giảm trong năm,Hao mòn lũy kế > Giảm trong năm,Giảm trong năm,-,(319),(50),(369),,-319.0,-50.0,-369.0
- Giảm khác,Hao mòn lũy kế > - Giảm khác,- Giảm khác,-,(319),(50),(369),,-319.0,-50.0,-369.0
Số dư cuối năm,Hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,148.171,2.127.866,38.275,2.314.312,148171.0,2127866.0,38275.0,2314312.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,2.371.360,424.524,19.433,2.815.317,2371360.0,424524.0,19433.0,2815317.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,2.356.663,196.044,39.862,2.592.569,2356663.0,196044.0,39862.0,2592569.0
