row_label_raw,row_label_full,col_0,col_1,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộng,numeric__col_1,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộng
,,,,Trên3 tháng,Đến 3tháng,Đến 1 tháng,Từ trên1 tháng đến3 tháng,Từ trên3 tháng đến12 tháng,Từ trên1 năm đến5 năm,Trên 5 năm,Tổng cộng,,,,,,,,,
,,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,,
,,,Tài sản,,,,,,,,,,,,,,,,,
I,I,I,"Tiền mặt, vàng bạc, đá quý",-,-,14.504.849,-,-,-,-,14.504.849,,,,14504849.0,,,,,14504849.0
II,II,II,Tiền gửi tại NHNN,-,-,58.104.503,-,-,-,-,58.104.503,,,,58104503.0,,,,,58104503.0
III,III,III,Tiền gửi và cho vay các TCTD khác – gộp,-,-,314.182.421,14.879.251,13.115.910,-,-,342.177.582,,,,314182421.0,14879251.0,13115910.0,,,342177582.0
IV,IV,IV,Chứng khoán kinh doanh – gộp,-,-,2.511.395,-,-,-,-,2.511.395,,,,2511395.0,,,,,2511395.0
VI,VI,VI,Cho vay khách hàng – gộp,6.186.525,16.271.857,103.776.538,266.930.059,467.511.655,183.182.791,226.499.593,1.270.359.018,,6186525.0,16271857.0,103776538.0,266930059.0,467511655.0,183182791.0,226499593.0,1270359018.0
VII,VII,VII,Chứng khoán đầu tư – gộp,-,-,968.152,5.035.655,42.000.972,63.619.430,34.268.018,145.892.227,,,,968152.0,5035655.0,42000972.0,63619430.0,34268018.0,145892227.0
VIII,VIII,VIII,"Góp vốn, đầu tư dài hạn – gộp",-,-,-,-,-,-,2.367.370,2.367.370,,,,,,,,2367370.0,2367370.0
IX,IX,IX,Tài sản cố định,-,-,-,-,-,-,7.708.181,7.708.181,,,,,,,,7708181.0,7708181.0
X,X,X,Tài sản Có khác – gộp,-,-,6.478.321,17.023.603,4.473.368,2.352.195,339.281,30.666.768,,,,6478321.0,17023603.0,4473368.0,2352195.0,339281.0,30666768.0
,,,Tổng tài sản,6.186.525,16.271.857,500.526.179,303.868.568,527.101.905,249.154.416,271.182.443,1.874.291.893,,6186525.0,16271857.0,500526179.0,303868568.0,527101905.0,249154416.0,271182443.0,1874291893.0
,,,Nợ phải trả,,,,,,,,,,,,,,,,,
I,I,I,Các khoản nợ Chính phủ và NHNNvà tiền gửi và vay các TCTD khác,-,-,210.310.695,3.001.763,941.842,640.449,615.068,215.509.817,,,,210310695.0,3001763.0,941842.0,640449.0,615068.0,215509817.0
II,II,II,Tiền gửi của khách hàng,-,-,772.395.442,207.338.036,408.842.382,7.092.985,28.766,1.395.697.611,,,,772395442.0,207338036.0,408842382.0,7092985.0,28766.0,1395697611.0
III,III,III,Các công cụ tài chính phải sinh và cáckhoản nợ tài chính khác,-,-,-,117.752,-,-,-,117.752,,,,,117752.0,,,,117752.0
IV,IV,IV,"Vốn tài trợ, ủy thác đầu tư, cho vay màTCTD chịu rủi ro",-,-,-,-,365,-,-,365,,,,,,365.0,,,365.0
V,V,V,Phát hành giấy tờ có giá,-,-,907,-,9.488.750,300.000,10.122.966,19.912.623,,,,907.0,,9488750.0,300000.0,10122966.0,19912623.0
VI,VI,VI,Các khoản nợ phải trả khác,-,-,6.257.874,25.133.569,11.257.933,556.155,156.833,43.362.364,,,,6257874.0,25133569.0,11257933.0,556155.0,156833.0,43362364.0
,,,Tổng nợ phải trả,-,-,988.964.918,235.591.120,430.531.272,8.589.589,10.923.633,1.674.600.532,,,,988964918.0,235591120.0,430531272.0,8589589.0,10923633.0,1674600532.0
,,,Mức chênh thanh khoản ròng,6.186.525,16.271.857,(488.438.739),68.277.448,96.570.633,240.564.827,260.258.810,199.691.361,,6186525.0,16271857.0,-488438739.0,68277448.0,96570633.0,240564827.0,260258810.0,199691361.0
