row_label_raw,row_label_full,"Tổng số cán bộ, công nhân viên tại ngày 31 tháng 12 (người)",2023 > 23.493,2022 > 22.599,numeric__2023 > 23.493,numeric__2022 > 22.599
"Thu nhập của cán bộ, công nhân viên","Thu nhập của cán bộ, công nhân viên","Thu nhập của cán bộ, công nhân viên",,,,
Tổng quỹ lương và phụ cấp (Triệu VND) (Thuyết minh 31),"Thu nhập của cán bộ, công nhân viên > Tổng quỹ lương và phụ cấp (Triệu VND) (Thuyết minh 31)",Tổng quỹ lương và phụ cấp (Triệu VND) (Thuyết minh 31),10.553.274,9.564.154,10553274.0,9564154.0
Thu nhập bình quân tháng/người (Triệu VND),"Thu nhập của cán bộ, công nhân viên > Thu nhập bình quân tháng/người (Triệu VND)",Thu nhập bình quân tháng/người (Triệu VND),"37,43","35,27",37.43,35.27
