row_label_raw,row_label_full,col_0,col_1,31/12/2023Triệu VND,31/12/2022Triệu VND,col_4,col_5,numeric__col_1,numeric__31/12/2023Triệu VND,numeric__31/12/2022Triệu VND,numeric__col_4,numeric__col_5
Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,745.917,2.590.521,,,,745917.0,2590521.0,,
Các khoản phải thu bên ngoài (i),Các khoản phải thu bên ngoài (i),Các khoản phải thu bên ngoài (i),Các khoản phải thu bên ngoài (i),11.044.256,21.892.885,,,,11044256.0,21892885.0,,
,,,,11.790.173,24.483.406,,,,11790173.0,24483406.0,,
(i),(i),(i),Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,,,,,,,
(i),(i),(i),Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,31/12/2023Triệu VND,31/12/2022Triệu VND,,,,,
(i),(i) > (i),(i),Tạm ứng mua sắm tài sản cố định,867.412,874.302,,,,867412.0,874302.0,,
(i),(i) > (i),(i),Phải thu từ ngân sách Nhà nước về hỗ trợ lãi suất,380.837,271.746,,,,380837.0,271746.0,,
(i),(i) > (i),(i),Thuế thu nhập doanh nghiệp nộp thừa (Thuyết minh 37),522.559,45.670,,,,522559.0,45670.0,,
(i),(i) > (i),(i),Thuế giá trị gia tăng được khấu trừ (Thuyết minh 37),11.266,10.789,,,,11266.0,10789.0,,
(i),(i) > (i),(i),Tạm ứng thuế khác (Thuyết minh 37),2,2,,,,2.0,2.0,,
(i),(i) > (i),(i),Chi phí xây dựng cơ bản dở dang (*),412.334,241.910,,,,412334.0,241910.0,,
(i),(i) > (i),(i),Phải thu trong thanh toán Thư tín dụng được thanh toán trước hạn,7.280.694,17.041.450,,,,7280694.0,17041450.0,,
(i),(i) > (i),(i),Các khoản phải thu khác,1.569.152,3.407.016,,,,1569152.0,3407016.0,,
,,,,11.044.256,21.892.885,,,,11044256.0,21892885.0,,
