row_label_raw,row_label_full,col_0,Ngành kinh doanh,Tỷ lệ vốn góp (%),Giá gốc Triệu VND,Giá trị ghi số Triệu VND,numeric__Ngành kinh doanh,numeric__Tỷ lệ vốn góp (%),numeric__Giá gốc Triệu VND,numeric__Giá trị ghi số Triệu VND
Công ty Liên doanh TNHH Vietcombank Bonday Benthanh (i),Công ty Liên doanh TNHH Vietcombank Bonday Benthanh (i),Công ty Liên doanh TNHH Vietcombank Bonday Benthanh (i),Cho thuê văn phòng,"52,00%",410.365,620.095,,0.52,410365.0,620095.0
Công ty Liên doanh Quản lý Quỹ đầu tư Chứng khoán Vietcombank (i),Công ty Liên doanh Quản lý Quỹ đầu tư Chứng khoán Vietcombank (i),Công ty Liên doanh Quản lý Quỹ đầu tư Chứng khoán Vietcombank (i),Quản lý quỹ đầu tư,"51,00%",135.150,206.057,,0.51,135150.0,206057.0
,,,,,545.515,826.152,,,545515.0,826152.0
