row_label_raw,row_label_full,Thuế giá trị gia tăng,Số dư tại ngày1/1/2023Triệu VND > 47.074,Phát sinh trong năm > Số phải nộpTriệu VND > 602.357,Phát sinh trong năm > Số đã nộpTriệu VND > (603.377),Số dư tại ngày 31/12/2023 > Phải trảTriệu VND > 57.320,Số dư tại ngày 31/12/2023 > Ứng trướcTriệu VND > (11.266),Số dư tại ngày 31/12/2023 > Tổng cộngTriệu VND > 46.054,numeric__Số dư tại ngày1/1/2023Triệu VND > 47.074,numeric__Phát sinh trong năm > Số phải nộpTriệu VND > 602.357,numeric__Phát sinh trong năm > Số đã nộpTriệu VND > (603.377),numeric__Số dư tại ngày 31/12/2023 > Phải trảTriệu VND > 57.320,numeric__Số dư tại ngày 31/12/2023 > Ứng trướcTriệu VND > (11.266),numeric__Số dư tại ngày 31/12/2023 > Tổng cộngTriệu VND > 46.054
Thuế TNDN,Thuế TNDN,Thuế TNDN,5.041.306,8.083.645,(8.969.967),4.677.543,(522.559),4.154.984,5041306.0,8083645.0,-8969967.0,4677543.0,-522559.0,4154984.0
Trong đó:- Thuế TNDN của Vietcombank,Trong đó:- Thuế TNDN của Vietcombank,Trong đó:- Thuế TNDN của Vietcombank,5.041.365,8.079.401,(8.965.721),4.677.543,(522.498),4.155.045,5041365.0,8079401.0,-8965721.0,4677543.0,-522498.0,4155045.0
- Điều chỉnh thuế các năm trước,- Điều chỉnh thuế các năm trước,- Điều chỉnh thuế các năm trước,-,4.246,(4.246),-,-,-,,4246.0,-4246.0,,,
- Nghĩa vụ thuế năm 2008 của Vinafico đã đượcVietcombank nộp vào Ngân sách Nhà nước,- Nghĩa vụ thuế năm 2008 của Vinafico đã đượcVietcombank nộp vào Ngân sách Nhà nước,- Nghĩa vụ thuế năm 2008 của Vinafico đã đượcVietcombank nộp vào Ngân sách Nhà nước,(59),(2),-,-,(61),(61),-59.0,-2.0,,,-61.0,-61.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,214.853,2.029.660,(2.074.924),169.591,(2),169.589,214853.0,2029660.0,-2074924.0,169591.0,-2.0,169589.0
,,,5.303.233,10.715.662,(11.648.268),4.904.454,(533.827),4.370.627,5303233.0,10715662.0,-11648268.0,4904454.0,-533827.0,4370627.0
