row_label_raw,row_label_full,col_0,col_1,VNDTriệu VND,USDTriệu VND,EURTriệu VND,Tiền tệ khácTriệu VND,Tổng cộngTriệu VND,numeric__col_1,numeric__VNDTriệu VND,numeric__USDTriệu VND,numeric__EURTriệu VND,numeric__Tiền tệ khácTriệu VND,numeric__Tổng cộngTriệu VND
,,,,VNDTriệu VND,USDTriệu VND,EURTriệu VND,Tiền tệ khácTriệu VND,Tổng cộngTriệu VND,,,,,,
,,,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,
I,I,I,"Tiền mặt, vàng bạc, đá quý",11.757.311,2.076.920,329.957,340.661,14.504.849,,11757311.0,2076920.0,329957.0,340661.0,14504849.0
II,II,II,Tiền gửi tại NHNN,31.993.185,26.030.277,-,81.041,58.104.503,,31993185.0,26030277.0,,81041.0,58104503.0
III,III,III,Tiền gửi và cho vay các TCTD khác – gộp,269.566.836,49.707.638,3.350.783,19.552.325,342.177.582,,269566836.0,49707638.0,3350783.0,19552325.0,342177582.0
IV,IV,IV,Chứng khoán kinh doanh – gộp,2.511.395,-,-,-,2.511.395,,2511395.0,,,,2511395.0
VI,VI,VI,Cho vay khách hàng – gộp,1.139.628.560,127.489.312,2.399.599,841.547,1.270.359.018,,1139628560.0,127489312.0,2399599.0,841547.0,1270359018.0
VII,VII,VII,Chứng khoán đầu tư – gộp,120.448.265,25.443.962,-,-,145.892.227,,120448265.0,25443962.0,,,145892227.0
VIII,VIII,VIII,"Góp vốn, đầu tư dài hạn – gộp",2.367.370,-,-,-,2.367.370,,2367370.0,,,,2367370.0
IX,IX,IX,Tài sản cố định,7.667.432,35.869,-,4.880,7.708.181,,7667432.0,35869.0,,4880.0,7708181.0
X,X,X,Tài sản Có khác – gộp,27.611.642,2.921.610,13.800,119.716,30.666.768,,27611642.0,2921610.0,13800.0,119716.0,30666768.0
,,,Tổng tài sản,1.613.551.996,233.705.588,6.094.139,20.940.170,1.874.291.893,,1613551996.0,233705588.0,6094139.0,20940170.0,1874291893.0
,,,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,
I,I,I,Các khoản nợ Chính phủ và NHNN và tiền gửi và vay các TCTD khác,150.279.955,48.662.843,1.214.763,15.352.256,215.509.817,,150279955.0,48662843.0,1214763.0,15352256.0,215509817.0
II,II,II,Tiền gửi của khách hàng,1.214.126.217,173.286.733,4.547.718,3.736.943,1.395.697.611,,1214126217.0,173286733.0,4547718.0,3736943.0,1395697611.0
III,III,III,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,(7.061.835),7.192.035,(12.490),42,117.752,,-7061835.0,7192035.0,-12490.0,42.0,117752.0
IV,IV,IV,"Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",365,-,-,-,365,,365.0,,,,365.0
V,V,V,Phát hành giấy tờ có giá,19.912.577,46,-,-,19.912.623,,19912577.0,46.0,,,19912623.0
VI,VI,VI,Các khoản nợ phải trả khác,38.532.044,4.246.981,303.693,279.646,43.362.364,,38532044.0,4246981.0,303693.0,279646.0,43362364.0
,,,Tổng nợ phải trả,1.415.789.323,233.388.638,6.053.684,19.368.887,1.674.600.532,,1415789323.0,233388638.0,6053684.0,19368887.0,1674600532.0
,,,Trạng thái tiền tệ nội bằng,197.762.673,316.950,40.455,1.571.283,199.691.361,,197762673.0,316950.0,40455.0,1571283.0,199691361.0
