row_label_raw,row_label_full,col_0,2023Triệu VND,2022Triệu VND,numeric__2023Triệu VND,numeric__2022Triệu VND
Lợi nhuận trước thuế,Lợi nhuận trước thuế,Lợi nhuận trước thuế,41.243.687,37.368.091,41243687.0,37368091.0
Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,,
Lợi nhuận tính thuế của các công ty con,Điều chỉnh cho các khoản: > Lợi nhuận tính thuế của các công ty con,Lợi nhuận tính thuế của các công ty con,(842.121),(724.243),-842121.0,-724243.0
Cổ tức nhận được trong năm (Thuyết minh 30),Điều chỉnh cho các khoản: > Cổ tức nhận được trong năm (Thuyết minh 30),Cổ tức nhận được trong năm (Thuyết minh 30),(135.403),(117.241),-135403.0,-117241.0
"Phân chia lãi theo phương pháp vốn chủ sở hữu của các khoản đầu tư vào các công ty liên doanh, liên kết (Thuyết minh 30)","Điều chỉnh cho các khoản: > Phân chia lãi theo phương pháp vốn chủ sở hữu của các khoản đầu tư vào các công ty liên doanh, liên kết (Thuyết minh 30)","Phân chia lãi theo phương pháp vốn chủ sở hữu của các khoản đầu tư vào các công ty liên doanh, liên kết (Thuyết minh 30)",(131.053),(21.613),-131053.0,-21613.0
Các khoản điều chỉnh hợp nhất không chịu thuế,Điều chỉnh cho các khoản: > Các khoản điều chỉnh hợp nhất không chịu thuế,Các khoản điều chỉnh hợp nhất không chịu thuế,(10.935),12.876,-10935.0,12876.0
Các khoản chi phí không được khấu trừ trong năm,Điều chỉnh cho các khoản: > Các khoản chi phí không được khấu trừ trong năm,Các khoản chi phí không được khấu trừ trong năm,39.113,4.832.253,39113.0,4832253.0
Các khoản điều chỉnh giảm,Điều chỉnh cho các khoản: > Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,(72.828),(24.618),-72828.0,-24618.0
Hoàn nhập chi phí không được khấu trừ thuế của năm trước,Điều chỉnh cho các khoản: > Hoàn nhập chi phí không được khấu trừ thuế của năm trước,Hoàn nhập chi phí không được khấu trừ thuế của năm trước,(518.675),-,-518675.0,
Thu nhập chịu thuế,Điều chỉnh cho các khoản: > Thu nhập chịu thuế,Thu nhập chịu thuế,39.571.785,41.325.505,39571785.0,41325505.0
Thuế suất thuế thu nhập doanh nghiệp,Điều chỉnh cho các khoản: > Thuế suất thuế thu nhập doanh nghiệp,Thuế suất thuế thu nhập doanh nghiệp,20%,20%,0.2,0.2
Chi phí thuế TNDN hiện hành của Ngân hàng (thuế suất: 20%),Điều chỉnh cho các khoản: > Chi phí thuế TNDN hiện hành của Ngân hàng (thuế suất: 20%),Chi phí thuế TNDN hiện hành của Ngân hàng (thuế suất: 20%),7.914.357,8.265.101,7914357.0,8265101.0
Chi phí thuế TNDN hiện hành của công ty con,Điều chỉnh cho các khoản: > Chi phí thuế TNDN hiện hành của công ty con,Chi phí thuế TNDN hiện hành của công ty con,165.044,141.759,165044.0,141759.0
Thuế thu nhập doanh nghiệp theo thuế suất áp dụng,Điều chỉnh cho các khoản: > Thuế thu nhập doanh nghiệp theo thuế suất áp dụng,Thuế thu nhập doanh nghiệp theo thuế suất áp dụng,8.079.401,8.406.860,8079401.0,8406860.0
