row_label_raw,row_label_full,STT,Chỉ tiêu,2023Triệu VND,2022Triệu VND,numeric__Chỉ tiêu,numeric__2023Triệu VND,numeric__2022Triệu VND
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
01,01,01,Mua sắm tài sản cố định,(1.008.160),(711.567),,-1008160.0,-711567.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",9.435,15.753,,9435.0,15753.0
03,03,03,"Tiền chi cho thanh lý, nhượng bán tài sản cố định",(6.770),(4.808),,-6770.0,-4808.0
08,08,08,"Tiền thu đầu tư, góp vốn vào các đơn vị khác",-,201.899,,,201899.0
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",135.403,106.555,,135403.0,106555.0
10,10,10,Tiền thu từ cổ tức đã có quyết định từ năm trước,10.685,-,,10685.0,
II,II,II,Lưu chuyển tiền thuần cho hoạt động đầu tư,(859.407),(392.168),,-859407.0,-392168.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
04,04,04,"Cổ tức đã trả cho cổ đông, lợi nhuận đã chia",(15.627),(3.348.022),,-15627.0,-3348022.0
III,III,III,Lưu chuyển tiền thuần cho hoạt động tài chính,(15.627),(3.348.022),,-15627.0,-3348022.0
IV,IV,IV,Lưu chuyển tiền thuần trong năm,(39.416.564),179.681.299,,-39416564.0,179681299.0
V,V,V,Tiền và các khoản tương đương tiền tại thời điểm đầu năm,412.235.294,232.553.995,,412235294.0,232553995.0
VII,VII,VII,Tiền và các khoản tương đương tiền tại thời điểm cuối năm (Thuyết minh 35),372.818.730,412.235.294,,372818730.0,412235294.0
