row_label_raw,row_label_full,Dự phòng cho số tiền chưa thu được của nợ đã bán,Ngày 31 tháng 12năm 2022triệu đồng > 27.362,Ngày 31 tháng 12năm 2021triệu đồng > 204.372,numeric__Ngày 31 tháng 12năm 2022triệu đồng > 27.362,numeric__Ngày 31 tháng 12năm 2021triệu đồng > 204.372
- Dự phòng chung,- Dự phòng chung,- Dự phòng chung,27.362,28.862,27362.0,28862.0
- Dự phòng cụ thể,- Dự phòng cụ thể,- Dự phòng cụ thể,-,175.510,,175510.0
Dự phòng rủi ro khác,Dự phòng rủi ro khác,Dự phòng rủi ro khác,40.068,38.690,40068.0,38690.0
,,,67.430,243.062,67430.0,243062.0
