row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022triệu đồng,Ngày 31 tháng 12năm 2021triệu đồng,numeric__Ngày 31 tháng 12năm 2022triệu đồng,numeric__Ngày 31 tháng 12năm 2021triệu đồng
Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,29.363.640,19.909.194,29363640.0,19909194.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,9.763.592,8.140.594,9763592.0,8140594.0
- Bằng VND,- Bằng VND,- Bằng VND,8.985.314,7.812.447,8985314.0,7812447.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,778.278,328.147,778278.0,328147.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,19.600.048,11.768.600,19600048.0,11768600.0
- Bằng VND,- Bằng VND,- Bằng VND,17.418.700,8.987.000,17418700.0,8987000.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,2.181.348,2.781.600,2181348.0,2781600.0
Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,9.879.960,13.532.742,9879960.0,13532742.0
Bằng VND,Bằng VND,Bằng VND,8.716.441,12.303.890,8716441.0,12303890.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,1.163.519,1.228.852,1163519.0,1228852.0
,,,39.243.600,33.441.936,39243600.0,33441936.0
