row_label_raw,row_label_full,col_0,Năm 2022 triệu đồng,Năm 2021 triệu đồng,numeric__Năm 2022 triệu đồng,numeric__Năm 2021 triệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,760.999,1.254.834,760999.0,1254834.0
Thu nhập từ nợ đã xử lý rủi ro,Thu nhập từ nợ đã xử lý rủi ro,Thu nhập từ nợ đã xử lý rủi ro,448.922,807.680,448922.0,807680.0
Thu từ các công cụ tài chính phải sinh khác,Thu từ các công cụ tài chính phải sinh khác,Thu từ các công cụ tài chính phải sinh khác,-,21.084,,21084.0
Thu nhập từ chuyển nhượng thanh lý tài sản,Thu nhập từ chuyển nhượng thanh lý tài sản,Thu nhập từ chuyển nhượng thanh lý tài sản,1.762,3.141,1762.0,3141.0
Thu từ nghiệp vụ mua bán nợ,Thu từ nghiệp vụ mua bán nợ,Thu từ nghiệp vụ mua bán nợ,1.039,4.897,1039.0,4897.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,309.276,418.032,309276.0,418032.0
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,(1.183.995),(592.242),-1183995.0,-592242.0
Chi về nghiệp vụ mua bán nợ,Chi về nghiệp vụ mua bán nợ,Chi về nghiệp vụ mua bán nợ,(2),(54.200),-2.0,-54200.0
Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,(24),(16.073),-24.0,-16073.0
Chi phí khác,Chi phí khác,Chi phí khác,(1.183.969),(521.969),-1183969.0,-521969.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,(422.996),662.592,-422996.0,662592.0
