row_label_raw,row_label_full,col_0,Nợ đủ tiêu chuẩn triệu đồng,Nợ cần chú ý triệu đồng,Nợ dưới tiêu chuẩn triệu đồng,Nợ nghi ngờ năng mất vốn triệu đồng,Nợ có khả triệu đồng,Tổng cộng triệu đồng,numeric__Nợ đủ tiêu chuẩn triệu đồng,numeric__Nợ cần chú ý triệu đồng,numeric__Nợ dưới tiêu chuẩn triệu đồng,numeric__Nợ nghi ngờ năng mất vốn triệu đồng,numeric__Nợ có khả triệu đồng,numeric__Tổng cộng triệu đồng
Tiền gửi có kỳ hạn tại và cho vay các TCTD khác,Tiền gửi có kỳ hạn tại và cho vay các TCTD khác,Tiền gửi có kỳ hạn tại và cho vay các TCTD khác,29.480.008,-,-,-,-,29.480.008,29480008.0,,,,,29480008.0
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,116.900.964,1.673.825,616.555,442.851,1.009.347,120.643.542,116900964.0,1673825.0,616555.0,442851.0,1009347.0,120643542.0
"Chứng khoán nợ do các TCTD, TCKT trong nước phát hành","Chứng khoán nợ do các TCTD, TCKT trong nước phát hành","Chứng khoán nợ do các TCTD, TCKT trong nước phát hành",14.677.338,-,-,-,-,14.677.338,14677338.0,,,,,14677338.0
Tài sản có rủi ro tín dụng khác,Tài sản có rủi ro tín dụng khác,Tài sản có rủi ro tín dụng khác,2.481.159,-,-,-,-,2.481.159,2481159.0,,,,,2481159.0
Tổng cộng,Tổng cộng,Tổng cộng,163.539.469,1.673.825,616.555,442.851,1.009.347,167.282.047,163539469.0,1673825.0,616555.0,442851.0,1009347.0,167282047.0
