row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022,Ngày 31 tháng 12năm 2022_1,Ngày 31 tháng 12năm 2021,Ngày 31 tháng 12năm 2021_1,numeric__Ngày 31 tháng 12năm 2022,numeric__Ngày 31 tháng 12năm 2022_1,numeric__Ngày 31 tháng 12năm 2021,numeric__Ngày 31 tháng 12năm 2021_1
Sản xuất thép thành phẩm,Sản xuất thép thành phẩm,Sản xuất thép thành phẩm,105.312,"0,09",104.169,"0,10",105312.0,0.09,104169.0,0.1
Sản xuất phối thép,Sản xuất phối thép,Sản xuất phối thép,25.164,"0,02",44.445,"0,04",25164.0,0.02,44445.0,0.04
Sản xuất Inox và luyện kim khác,Sản xuất Inox và luyện kim khác,Sản xuất Inox và luyện kim khác,77.233,"0,06",58.268,"0,06",77233.0,0.06,58268.0,0.06
"Cơ khí, lắp ráp, chế tạo máy móc, ô tô, xemáy","Cơ khí, lắp ráp, chế tạo máy móc, ô tô, xemáy","Cơ khí, lắp ráp, chế tạo máy móc, ô tô, xemáy",1.438.804,"1,19",1.242.653,"1,22",1438804.0,1.19,1242653.0,1.22
"Sản xuất điện tử, thiết bị điện, máy vi tínhquang học, thiết bị viễn thông","Sản xuất điện tử, thiết bị điện, máy vi tínhquang học, thiết bị viễn thông","Sản xuất điện tử, thiết bị điện, máy vi tínhquang học, thiết bị viễn thông",3.269.622,"2,71",1.483.772,"1,46",3269622.0,2.71,1483772.0,1.46
"Đóng tàu, thuyền","Đóng tàu, thuyền","Đóng tàu, thuyền",3.852,"0,00",3.051,"0,00",3852.0,0.0,3051.0,0.0
"Sản xuất thiết bị văn phòng, đồ gia dụng,thiết bị y tế, giáo dục, thể dục thể thao","Sản xuất thiết bị văn phòng, đồ gia dụng,thiết bị y tế, giáo dục, thể dục thể thao","Sản xuất thiết bị văn phòng, đồ gia dụng,thiết bị y tế, giáo dục, thể dục thể thao",57.352,"0,05",42.665,"0,04",57352.0,0.05,42665.0,0.04
"Sản xuất và phân phối điện, năng lượng","Sản xuất và phân phối điện, năng lượng","Sản xuất và phân phối điện, năng lượng",10.315.040,"8,55",7.125.610,"7,02",10315040.0,8.55,7125610.0,7.02
Xây dựng,Xây dựng,Xây dựng,11.207.188,"9,29",14.175.548,"13,96",11207188.0,9.29,14175548.0,13.96
Thương mại hàng công nghiệp nhẹ vàhàng tiêu dùng,Thương mại hàng công nghiệp nhẹ vàhàng tiêu dùng,Thương mại hàng công nghiệp nhẹ vàhàng tiêu dùng,10.714.319,"8,88",8.148.952,"8,02",10714319.0,8.88,8148952.0,8.02
"Kinh doanh phân bón, hóa chất, các sảnphẩm hóa chất khác, thuốc, hóa dược,dược liệu, thiết bị y tế","Kinh doanh phân bón, hóa chất, các sảnphẩm hóa chất khác, thuốc, hóa dược,dược liệu, thiết bị y tế","Kinh doanh phân bón, hóa chất, các sảnphẩm hóa chất khác, thuốc, hóa dược,dược liệu, thiết bị y tế",778.370,"0,65",560.650,"0,55",778370.0,0.65,560650.0,0.55
"Thương mại xăng, dầu, gas, khí đốt","Thương mại xăng, dầu, gas, khí đốt","Thương mại xăng, dầu, gas, khí đốt",990.165,"0,82",1.017.390,"1,00",990165.0,0.82,1017390.0,1.0
"Kinh doanh sắt thép, xi măng, vật liệu xâydurch tổng hợp khác","Kinh doanh sắt thép, xi măng, vật liệu xâydurch tổng hợp khác","Kinh doanh sắt thép, xi măng, vật liệu xâydurch tổng hợp khác",4.482.711,"3,72",2.014.497,"1,98",4482711.0,3.72,2014497.0,1.98
Thương mại hàng công nghiệp nặng khác,Thương mại hàng công nghiệp nặng khác,Thương mại hàng công nghiệp nặng khác,2.782.320,"2,31",2.062.717,"2,03",2782320.0,2.31,2062717.0,2.03
Kinh doanh vận tải bộ và đường sông,Kinh doanh vận tải bộ và đường sông,Kinh doanh vận tải bộ và đường sông,2.925.191,"2,42",3.672.107,"3,62",2925191.0,2.42,3672107.0,3.62
Kinh doanh vận tải biển,Kinh doanh vận tải biển,Kinh doanh vận tải biển,581.322,"0,48",634.813,"0,63",581322.0,0.48,634813.0,0.63
"Kinh doanh dịch vụ khách sạn, du lịch, ảnuống, vui chơi giải trí","Kinh doanh dịch vụ khách sạn, du lịch, ảnuống, vui chơi giải trí","Kinh doanh dịch vụ khách sạn, du lịch, ảnuống, vui chơi giải trí",151.226,"0,13",199.411,"0,20",151226.0,0.13,199411.0,0.2
Kinh doanh bất động sản và cơ sở hạ tầng,Kinh doanh bất động sản và cơ sở hạ tầng,Kinh doanh bất động sản và cơ sở hạ tầng,10.386.690,"8,60",12.136.094,"11,95",10386690.0,8.6,12136094.0,11.95
Kinh doanh dịch vụ bưu chính viễn thông,Kinh doanh dịch vụ bưu chính viễn thông,Kinh doanh dịch vụ bưu chính viễn thông,769.794,"0,64",422.106,"0,42",769794.0,0.64,422106.0,0.42
"Dịch vụ công nghệ, khoa học công nghệ,dịch vụ hành chính, hỗ trợ, giáo dục y tế,thông tin và truyền thông khác","Dịch vụ công nghệ, khoa học công nghệ,dịch vụ hành chính, hỗ trợ, giáo dục y tế,thông tin và truyền thông khác","Dịch vụ công nghệ, khoa học công nghệ,dịch vụ hành chính, hỗ trợ, giáo dục y tế,thông tin và truyền thông khác",4.259.915,"3,53",2.664.604,"2,62",4259915.0,3.53,2664604.0,2.62
Kinh doanh kho bãi và các dịch vụ hỗ trợ,Kinh doanh kho bãi và các dịch vụ hỗ trợ,Kinh doanh kho bãi và các dịch vụ hỗ trợ,165.387,"0,14",297.192,"0,29",165387.0,0.14,297192.0,0.29
Hoạt động tài chính và chứng khoán,Hoạt động tài chính và chứng khoán,Hoạt động tài chính và chứng khoán,1.446.536,"1,20",2.809.632,"2,77",1446536.0,1.2,2809632.0,2.77
Ngành khác,Ngành khác,Ngành khác,5.716.749,"4,74",5.285.597,"5,20",5716749.0,4.74,5285597.0,5.2
Cá nhân,Cá nhân,Cá nhân,37.563.927,"31,14",26.557.255,"26,15",37563927.0,31.14,26557255.0,26.15
,,,120.643.542,"100,00",101.562.609,"100,00",120643542.0,100.0,101562609.0,100.0
