row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022,Ngày 31 tháng 12năm 2022_1,Ngày 31 tháng 12năm 2021,Ngày 31 tháng 12năm 2021_1,numeric__Ngày 31 tháng 12năm 2022,numeric__Ngày 31 tháng 12năm 2022_1,numeric__Ngày 31 tháng 12năm 2021,numeric__Ngày 31 tháng 12năm 2021_1
,,,triệu đồng,%,triệu đồng,%,,,,
"Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản",656.190,"0,54",681.673,"0,67",656190.0,0.54,681673.0,0.67
Khai khoáng,Khai khoáng,Khai khoáng,1.150.939,"0,95",276.564,"0,27",1150939.0,0.95,276564.0,0.27
Chế biến thủy hải sản,Chế biến thủy hải sản,Chế biến thủy hải sản,1.256.232,"1,04",1.604.515,"1,58",1256232.0,1.04,1604515.0,1.58
"Sản xuất, chế biến lương thực thực phẩm,đồ uống, thức ăn chăn nuôi","Sản xuất, chế biến lương thực thực phẩm,đồ uống, thức ăn chăn nuôi","Sản xuất, chế biến lương thực thực phẩm,đồ uống, thức ăn chăn nuôi",1.121.771,"0,93",1.133.664,"1,12",1121771.0,0.93,1133664.0,1.12
"Dệt may, sân xuất da dây, sân xuất trangphục","Dệt may, sân xuất da dây, sân xuất trangphục","Dệt may, sân xuất da dây, sân xuất trangphục",1.553.930,"1,29",939.478,"0,93",1553930.0,1.29,939478.0,0.93
"Khai thác và sơ chế gỗ, chế biến gỗ, sânxuất sân phẩm từ gỗ và lâm sản khác","Khai thác và sơ chế gỗ, chế biến gỗ, sânxuất sân phẩm từ gỗ và lâm sản khác","Khai thác và sơ chế gỗ, chế biến gỗ, sânxuất sân phẩm từ gỗ và lâm sản khác",1.266.880,"1,05",924.344,"0,91",1266880.0,1.05,924344.0,0.91
Sản xuất giấy và các sân phẩm từ giấy vàin ấn,Sản xuất giấy và các sân phẩm từ giấy vàin ấn,Sản xuất giấy và các sân phẩm từ giấy vàin ấn,1.025.660,"0,85",1.198.916,"1,18",1025660.0,0.85,1198916.0,1.18
"Sản xuất thuốc, hoá dược, dược liệu; caosu, nhựa, phân bón, hoá chất","Sản xuất thuốc, hoá dược, dược liệu; caosu, nhựa, phân bón, hoá chất","Sản xuất thuốc, hoá dược, dược liệu; caosu, nhựa, phân bón, hoá chất",1.558.786,"1,29",1.471.096,"1,45",1558786.0,1.29,1471096.0,1.45
"Sản xuất vật liệu xây dựng (trừ thép, Inox,sơn, matit và các chất tương tự)","Sản xuất vật liệu xây dựng (trừ thép, Inox,sơn, matit và các chất tương tự)","Sản xuất vật liệu xây dựng (trừ thép, Inox,sơn, matit và các chất tương tự)",838.965,"0,70",569.161,"0,56",838965.0,0.7,569161.0,0.56
