row_label_raw,row_label_full,Số dư đầu năm,Ngày 31 tháng 12năm 2022triệu đồng > 61,Ngày 31 tháng 12năm 2021triệu đồng > 46,numeric__Ngày 31 tháng 12năm 2022triệu đồng > 61,numeric__Ngày 31 tháng 12năm 2021triệu đồng > 46
Tài sản thuế thu nhập hoãn lại liên quan đến khoản chênh lệch tạm thời được khấu trừ,Tài sản thuế thu nhập hoãn lại liên quan đến khoản chênh lệch tạm thời được khấu trừ,Tài sản thuế thu nhập hoãn lại liên quan đến khoản chênh lệch tạm thời được khấu trừ,(11),15,-11.0,15.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,50,61,50.0,61.0
