row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022triệu đồng,Ngày 31 tháng 12năm 2021triệu đồng,numeric__Ngày 31 tháng 12năm 2022triệu đồng,numeric__Ngày 31 tháng 12năm 2021triệu đồng
Tiền gửi các TCTD khác,Tiền gửi các TCTD khác,Tiền gửi các TCTD khác,29.339.865,34.078.939,29339865.0,34078939.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,13.370.028,8.162.389,13370028.0,8162389.0
- Bằng VND,- Bằng VND,- Bằng VND,12.969.177,7.734.805,12969177.0,7734805.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,400.851,427.584,400851.0,427584.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,15.969.837,25.916.550,15969837.0,25916550.0
- Bằng VND,- Bằng VND,- Bằng VND,15.261.837,19.019.550,15261837.0,19019550.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,708.000,6.897.000,708000.0,6897000.0
Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,21.034.295,33.956.664,21034295.0,33956664.0
Bằng VND,Bằng VND,Bằng VND,9.345.443,21.843.606,9345443.0,21843606.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,11.688.852,12.113.058,11688852.0,12113058.0
,,,50.374.160,68.035.603,50374160.0,68035603.0
