row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022,Ngày 31 tháng 12năm 2022_1,Ngày 31 tháng 12năm 2021,Ngày 31 tháng 12năm 2021_1,numeric__Ngày 31 tháng 12năm 2022,numeric__Ngày 31 tháng 12năm 2022_1,numeric__Ngày 31 tháng 12năm 2021,numeric__Ngày 31 tháng 12năm 2021_1
,,,triệu đồng,%,triệu đồng,%,,,,
Doanh nghiệp nhà nước,Doanh nghiệp nhà nước,Doanh nghiệp nhà nước,1.548.658,"1,28",1.417.828,"1,40",1548658.0,1.28,1417828.0,1.4
Công ty trách nhiệm hữu hạn Nhà nước,Công ty trách nhiệm hữu hạn Nhà nước,Công ty trách nhiệm hữu hạn Nhà nước,1.147.306,"0,95",1.168.864,"1,15",1147306.0,0.95,1168864.0,1.15
Công ty trách nhiệm hữu hạn tư nhân,Công ty trách nhiệm hữu hạn tư nhân,Công ty trách nhiệm hữu hạn tư nhân,29.215.085,"24,22",25.563.155,"25,17",29215085.0,24.22,25563155.0,25.17
Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,1.134.953,"0,94",2.625.510,"2,59",1134953.0,0.94,2625510.0,2.59
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,49.721.221,"41,21",43.850.713,"43,16",49721221.0,41.21,43850713.0,43.16
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,149,"0,00",6.393,"0,01",149.0,0.0,6393.0,0.01
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,286.082,"0,24",356.060,"0,35",286082.0,0.24,356060.0,0.35
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,26.161,"0,02",15.384,"0,02",26161.0,0.02,15384.0,0.02
Cá nhân,Cá nhân,Cá nhân,37.563.927,"31,14",26.557.255,"26,15",37563927.0,31.14,26557255.0,26.15
Khác,Khác,Khác,-,-,1.447,"0,00",,,1447.0,0.0
,,,120.643.542,"100,00",101.562.609,"100,00",120643542.0,100.0,101562609.0,100.0
