row_label_raw,row_label_full,col_0,Năm 2022 triệu đồng,Năm 2021 triệu đồng,numeric__Năm 2022 triệu đồng,numeric__Năm 2021 triệu đồng
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",81.597,63.724,81597.0,63724.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,2.647.866,2.397.659,2647866.0,2397659.0
Chi lương và phụ cấp,Chi lương và phụ cấp,Chi lương và phụ cấp,2.341.959,2.175.598,2341959.0,2175598.0
Các khoản chi đóng theo lương,Các khoản chi đóng theo lương,Các khoản chi đóng theo lương,174.963,146.976,174963.0,146976.0
Chi trợ cấp,Chi trợ cấp,Chi trợ cấp,58.635,45.517,58635.0,45517.0
Các khoản chi khác,Các khoản chi khác,Các khoản chi khác,72.309,29.568,72309.0,29568.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,574.742,526.152,574742.0,526152.0
Khấu hao tài sản cố định,Khấu hao tài sản cố định,Khấu hao tài sản cố định,103.323,96.967,103323.0,96967.0
Bảo dưỡng và sửa chữa tài sản,Bảo dưỡng và sửa chữa tài sản,Bảo dưỡng và sửa chữa tài sản,99.705,102.064,99705.0,102064.0
Thuê tài sản,Thuê tài sản,Thuê tài sản,317.160,267.330,317160.0,267330.0
Mua sắm công cụ lao động,Mua sắm công cụ lao động,Mua sắm công cụ lao động,37.082,45.960,37082.0,45960.0
Chi bảo hiểm tài sản,Chi bảo hiểm tài sản,Chi bảo hiểm tài sản,17.472,13.831,17472.0,13831.0
Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,1.055.338,877.583,1055338.0,877583.0
Công tác phí,Công tác phí,Công tác phí,47.707,33.928,47707.0,33928.0
"Chi quảng cáo, khuyến mãi","Chi quảng cáo, khuyến mãi","Chi quảng cáo, khuyến mãi",184.833,156.947,184833.0,156947.0
"Chi thuê chuyên gia, tư vấn","Chi thuê chuyên gia, tư vấn","Chi thuê chuyên gia, tư vấn",80.025,32.021,80025.0,32021.0
Chi hoạt động quản lý công vụ khác,Chi hoạt động quản lý công vụ khác,Chi hoạt động quản lý công vụ khác,742.773,654.687,742773.0,654687.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",66.303,67.159,66303.0,67159.0
(Hoàn nhập)/Trích lập chi phí dự phòng (không tính chi phí dự phòng rủi ro tín dụng nội và ngoại bảng; chi phí dự phòng giảm giá chứng khoán),(Hoàn nhập)/Trích lập chi phí dự phòng (không tính chi phí dự phòng rủi ro tín dụng nội và ngoại bảng; chi phí dự phòng giảm giá chứng khoán),(Hoàn nhập)/Trích lập chi phí dự phòng (không tính chi phí dự phòng rủi ro tín dụng nội và ngoại bảng; chi phí dự phòng giảm giá chứng khoán),2.118,(364),2118.0,-364.0
,,,4.427.964,3.931.913,4427964.0,3931913.0
