row_label_raw,row_label_full,col_0,31/12/2024VND,1/1/2024VND,numeric__31/12/2024VND,numeric__1/1/2024VND
Dự án Khu liên hợp Gang thép tại Dung Quất,Dự án Khu liên hợp Gang thép tại Dung Quất,Dự án Khu liên hợp Gang thép tại Dung Quất,60.108.146.801.210,22.555.771.028.202,60108146801210.0,22555771028202.0
Dự án Khu liên hợp Gang thép tại Hải Dương,Dự án Khu liên hợp Gang thép tại Hải Dương,Dự án Khu liên hợp Gang thép tại Hải Dương,142.921.041.291,638.527.802.827,142921041291.0,638527802827.0
Dự án nhà máy Container,Dự án nhà máy Container,Dự án nhà máy Container,2.232.011.190.346,1.832.925.937.948,2232011190346.0,1832925937948.0
Dự án Nông nghiệp,Dự án Nông nghiệp,Dự án Nông nghiệp,326.243.686.515,379.908.199.187,326243686515.0,379908199187.0
Dự án nhà máy Ông thép,Dự án nhà máy Ông thép,Dự án nhà máy Ông thép,585.094.789.234,45.210.648.037,585094789234.0,45210648037.0
Dự án Điện máy Gia dụng,Dự án Điện máy Gia dụng,Dự án Điện máy Gia dụng,26.610.898.013,30.531.954.035,26610898013.0,30531954035.0
Dự án nhà máy Thép rút dây,Dự án nhà máy Thép rút dây,Dự án nhà máy Thép rút dây,3.908.888.216,250.467.994.407,3908888216.0,250467994407.0
Đống tàu Vận tải biển,Đống tàu Vận tải biển,Đống tàu Vận tải biển,-,180.019.889.844,,180019889844.0
Các dự án khác,Các dự án khác,Các dự án khác,230.920.145.557,139.209.270.545,230920145557.0,139209270545.0
,,,63.655.857.440.382,26.052.572.725.032,63655857440382.0,26052572725032.0
