row_label_raw,row_label_full,Cho năm kết thúc ngày 31 tháng 12 năm 2024,Việt Nam VND,Châu Á (ngoại trừ Việt Nam) VND,Châu Âu VND,Châu Mỹ VND,Châu Phi VND,Châu Úc VND,Hợp nhất VND,numeric__Việt Nam VND,numeric__Châu Á (ngoại trừ Việt Nam) VND,numeric__Châu Âu VND,numeric__Châu Mỹ VND,numeric__Châu Phi VND,numeric__Châu Úc VND,numeric__Hợp nhất VND
Tổng doanh thu của bộ phận,Tổng doanh thu của bộ phận,Tổng doanh thu của bộ phận,95.515.307.418.656,27.995.020.716.035,9.334.955.150.492,4.377.549.295.509,90.255.725.770,1.542.023.824.925,138.855.112.131.387,95515307418656.0,27995020716035.0,9334955150492.0,4377549295509.0,90255725770.0,1542023824925.0,138855112131387.0
Cho năm kết thúc ngày 31 tháng 12 năm 2023,Cho năm kết thúc ngày 31 tháng 12 năm 2023,Cho năm kết thúc ngày 31 tháng 12 năm 2023,Việt Nam VND,Châu Á (ngoại trừ Việt Nam) VND,Châu Âu VND,Châu Mỹ VND,Châu Phi VND,Châu Úc VND,Hợp nhất VND,,,,,,,
Tổng doanh thu của bộ phận,Cho năm kết thúc ngày 31 tháng 12 năm 2023 > Tổng doanh thu của bộ phận,Tổng doanh thu của bộ phận,84.665.685.805.659,18.725.185.154.017,12.686.192.891.149,1.872.888.092.475,77.816.543.781,925.259.406.573,118.953.027.893.654,84665685805659.0,18725185154017.0,12686192891149.0,1872888092475.0,77816543781.0,925259406573.0,118953027893654.0
