row_label_raw,row_label_full,col_0,Công ty TNHH Thương mại Dịch vụ Nhơn Trạch VND,Công ty CP Xây dựng Long Việt VND,Công ty TNHH Đầu tư phát triển Thành phố mới VND,Tổng cộng VND,numeric__Công ty TNHH Thương mại Dịch vụ Nhơn Trạch VND,numeric__Công ty CP Xây dựng Long Việt VND,numeric__Công ty TNHH Đầu tư phát triển Thành phố mới VND,numeric__Tổng cộng VND
Giá gốc,Giá gốc,Giá gốc,Giá gốc,Giá gốc,Giá gốc,Giá gốc,,,,
Số dư đầu năm và cuối năm,Giá gốc > Số dư đầu năm và cuối năm,Số dư đầu năm và cuối năm,195.950.665,59.880.000.000,61.119.413.012,121.195.363.677,195950665.0,59880000000.0,61119413012.0,121195363677.0
Phân bổ lũy kế,Phân bổ lũy kế,Phân bổ lũy kế,Phân bổ lũy kế,Phân bổ lũy kế,Phân bổ lũy kế,Phân bổ lũy kế,,,,
Số dư đầu năm,Phân bổ lũy kế > Số dư đầu năm,Số dư đầu năm,-,34.930.000.000,10.356.344.985,45.286.344.985,,34930000000.0,10356344985.0,45286344985.0
Phân bổ trong năm,Phân bổ lũy kế > Phân bổ trong năm,Phân bổ trong năm,195.950.665,5.988.000.000,6.111.941.304,12.295.891.969,195950665.0,5988000000.0,6111941304.0,12295891969.0
Số dư cuối năm,Phân bổ lũy kế > Số dư cuối năm,Số dư cuối năm,195.950.665,40.918.000.000,16.468.286.289,57.582.236.954,195950665.0,40918000000.0,16468286289.0,57582236954.0
Giá trị ghi sổ,Giá trị ghi sổ,Giá trị ghi sổ,Giá trị ghi sổ,Giá trị ghi sổ,Giá trị ghi sổ,Giá trị ghi sổ,,,,
Số dư đầu năm,Giá trị ghi sổ > Số dư đầu năm,Số dư đầu năm,195.950.665,24.950.000.000,50.763.068.027,75.909.018.692,195950665.0,24950000000.0,50763068027.0,75909018692.0
Số dư cuối năm,Giá trị ghi sổ > Số dư cuối năm,Số dư cuối năm,-,18.962.000.000,44.651.126.723,63.613.126.723,,18962000000.0,44651126723.0,63613126723.0
