row_label_raw,row_label_full,col_0,1/1/2024Giá trị ghi sổ và số cókhả năng trả nợVND,Biến động trong năm > TăngVND,Biến động trong năm > GiảmVND,Biến động trong năm > Chênh lệch tỷ giá dođánh giá lạiVND,31/12/2024Giá trị ghi sổ và số cókhả năng trả nợVND,numeric__1/1/2024Giá trị ghi sổ và số cókhả năng trả nợVND,numeric__Biến động trong năm > TăngVND,numeric__Biến động trong năm > GiảmVND,numeric__Biến động trong năm > Chênh lệch tỷ giá dođánh giá lạiVND,numeric__31/12/2024Giá trị ghi sổ và số cókhả năng trả nợVND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,47.305.924.871.207,153.436.589.706.642,(148.154.142.510.406),(4.525.161.397),52.583.846.906.046,47305924871207.0,153436589706642.0,-148154142510406.0,-4525161397.0,52583846906046.0
Vay dài hạn đến hạn trả(Thuyết minh 23.2),Vay dài hạn đến hạn trả(Thuyết minh 23.2),Vay dài hạn đến hạn trả(Thuyết minh 23.2),7.675.958.309.429,4.347.674.166.818,(8.724.793.168.834),-,3.298.839.307.413,7675958309429.0,4347674166818.0,-8724793168834.0,,3298839307413.0
,,,54.981.883.180.636,157.784.263.873.460,(156.878.935.679.240),(4.525.161.397),55.882.686.213.459,54981883180636.0,157784263873460.0,-156878935679240.0,-4525161397.0,55882686213459.0
