row_label_raw,row_label_full,col_0,Sản xuất và kinh doanh thép VND,Nông nghiệp VND,Bất động sản VND,Loại trừ VND,Hợp nhất VND,numeric__Sản xuất và kinh doanh thép VND,numeric__Nông nghiệp VND,numeric__Bất động sản VND,numeric__Loại trừ VND,numeric__Hợp nhất VND
Cho năm kết thúc ngày 31 tháng 12 năm 2024,Cho năm kết thúc ngày 31 tháng 12 năm 2024,Cho năm kết thúc ngày 31 tháng 12 năm 2024,Cho năm kết thúc ngày 31 tháng 12 năm 2024,Cho năm kết thúc ngày 31 tháng 12 năm 2024,Cho năm kết thúc ngày 31 tháng 12 năm 2024,Cho năm kết thúc ngày 31 tháng 12 năm 2024,Cho năm kết thúc ngày 31 tháng 12 năm 2024,,,,,
Doanh thu thuần ra bên ngoài,Cho năm kết thúc ngày 31 tháng 12 năm 2024 > Doanh thu thuần ra bên ngoài,Doanh thu thuần ra bên ngoài,129.866.316.964.093,6.906.132.927.160,2.082.662.240.134,-,138.855.112.131.387,129866316964093.0,6906132927160.0,2082662240134.0,,138855112131387.0
Doanh thu thuần giữa các bộ phận,Cho năm kết thúc ngày 31 tháng 12 năm 2024 > Doanh thu thuần giữa các bộ phận,Doanh thu thuần giữa các bộ phận,14.871.116.107.413,2.440.122.834,40.044.624.776,(14.913.600.855.023),-,14871116107413.0,2440122834.0,40044624776.0,-14913600855023.0,
Tổng doanh thu của bộ phận,Cho năm kết thúc ngày 31 tháng 12 năm 2024 > Tổng doanh thu của bộ phận,Tổng doanh thu của bộ phận,144.737.433.071.506,6.908.573.049.994,2.122.706.864.910,(14.913.600.855.023),138.855.112.131.387,144737433071506.0,6908573049994.0,2122706864910.0,-14913600855023.0,138855112131387.0
Lợi nhuận thuần từ hoạt động kinh doanh của bộ phận,Cho năm kết thúc ngày 31 tháng 12 năm 2024 > Lợi nhuận thuần từ hoạt động kinh doanh của bộ phận,Lợi nhuận thuần từ hoạt động kinh doanh của bộ phận,21.523.048.312.618,1.151.431.667.172,1.073.492.242.761,(10.480.966.637.221),13.267.005.585.330,21523048312618.0,1151431667172.0,1073492242761.0,-10480966637221.0,13267005585330.0
Thu nhập khác,Cho năm kết thúc ngày 31 tháng 12 năm 2024 > Thu nhập khác,Thu nhập khác,1.153.236.746.909,4.074.593.260,7.112.714.544,(4.654.369.620),1.159.769.685.093,1153236746909.0,4074593260.0,7112714544.0,-4654369620.0,1159769685093.0
Chi phí khác,Cho năm kết thúc ngày 31 tháng 12 năm 2024 > Chi phí khác,Chi phí khác,(711.080.648.998),(11.469.004.035),(10.723.356.212),-,(733.273.009.245),-711080648998.0,-11469004035.0,-10723356212.0,,-733273009245.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Cho năm kết thúc ngày 31 tháng 12 năm 2024 > Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,(1.406.418.179.406),(122.257.827.532),(237.130.000.302),-,(1.765.806.007.240),-1406418179406.0,-122257827532.0,-237130000302.0,,-1765806007240.0
Lợi ích thuế thu nhập hoãn lại,Cho năm kết thúc ngày 31 tháng 12 năm 2024 > Lợi ích thuế thu nhập hoãn lại,Lợi ích thuế thu nhập hoãn lại,15.274.391.223,9.074.956.298,16.424.560.149,51.553.459.663,92.327.367.333,15274391223.0,9074956298.0,16424560149.0,51553459663.0,92327367333.0
Lợi nhuận thuần sau thuế,Cho năm kết thúc ngày 31 tháng 12 năm 2024 > Lợi nhuận thuần sau thuế,Lợi nhuận thuần sau thuế,20.574.060.622.346,1.030.854.385.163,849.176.160.940,(10.434.067.547.178),12.020.023.621.271,20574060622346.0,1030854385163.0,849176160940.0,-10434067547178.0,12020023621271.0
