row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2024 VND,1/1/2024 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024 VND,numeric__1/1/2024 VND
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),TÀI SẢN > Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),100,,86.674.276.272.995,82.716.439.173.043,100.0,,86674276272995.0,82716439173043.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,5,6.887.646.139.852,12.252.001.160.884,110.0,5.0,6887646139852.0,12252001160884.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,2.919.531.945.908,3.771.595.160.884,111.0,,2919531945908.0,3771595160884.0
Các khoản tương đương tiền,TÀI SẢN > Các khoản tương đương tiền,Các khoản tương đương tiền,112,,3.968.114.193.944,8.480.406.000.000,112.0,,3968114193944.0,8480406000000.0
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,18.974.716.730.905,22.177.303.502.481,120.0,,18974716730905.0,22177303502481.0
Đầu tư nắm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,6,18.974.716.730.905,22.177.303.502.481,123.0,6.0,18974716730905.0,22177303502481.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,7.647.800.286.988,10.702.136.439.996,130.0,,7647800286988.0,10702136439996.0
Phải thu ngắn hạn của khách hàng,TÀI SẢN > Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,7,4.352.135.419.872,5.999.539.831.497,131.0,7.0,4352135419872.0,5999539831497.0
Trả trước cho người bán ngắn hạn,TÀI SẢN > Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,8,2.118.824.427.004,2.583.940.446.585,132.0,8.0,2118824427004.0,2583940446585.0
Phải thu về cho vay ngắn hạn,TÀI SẢN > Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,135,,87.461.616.439,203.600.000.000,135.0,,87461616439.0,203600000000.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,9.1,1.248.992.845.378,1.961.601.875.298,136.0,91.0,1248992845378.0,1961601875298.0
Dự phòng các khoản phải thu ngắn hạn khó đòi,TÀI SẢN > Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,137,,(159.993.736.285),(46.628.415.158),137.0,,-159993736285.0,-46628415158.0
Tài sản thiếu chờ xử lý,TÀI SẢN > Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,139,,379.714.580,82.701.774,139.0,,379714580.0,82701774.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,10.1,46.091.222.189.472,34.504.487.406.261,140.0,101.0,46091222189472.0,34504487406261.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,,46.192.292.081.813,34.628.367.844.950,141.0,,46192292081813.0,34628367844950.0
Dự phòng giảm giá hàng tồn kho,TÀI SẢN > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,(101.069.892.341),(123.880.438.689),149.0,,-101069892341.0,-123880438689.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,7.072.890.925.778,3.080.510.663.421,150.0,,7072890925778.0,3080510663421.0
Chỉ phí trả trước ngắn hạn,TÀI SẢN > Chỉ phí trả trước ngắn hạn,Chỉ phí trả trước ngắn hạn,151,15.1,426.149.499.088,330.834.978.197,151.0,151.0,426149499088.0,330834978197.0
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,6.636.666.459.154,2.737.971.196.700,152.0,,6636666459154.0,2737971196700.0
Thuế và các khoản khác phải thu Nhà nước,TÀI SẢN > Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,153,20,10.074.967.536,11.704.488.524,153.0,20.0,10074967536.0,11704488524.0
