row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2024 VND,2023 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2024 VND,numeric__2023 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,30,140.561.387.448.572,120.355.231.616.139,1.0,30.0,140561387448572.0,120355231616139.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,30,1.706.275.317.185,1.402.203.722.485,2.0,30.0,1706275317185.0,1402203722485.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,30,138.855.112.131.387,118.953.027.893.654,10.0,30.0,138855112131387.0,118953027893654.0
Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,11,31,120.357.563.003.703,106.015.187.198.082,11.0,31.0,120357563003703.0,106015187198082.0
Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),20,,18.497.549.127.684,12.937.840.695.572,20.0,,18497549127684.0,12937840695572.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,32,2.618.917.240.287,3.173.086.404.949,21.0,32.0,2618917240287.0,3173086404949.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,33,3.966.636.074.605,5.191.511.844.389,22.0,33.0,3966636074605.0,5191511844389.0
Trong đó: Chi phí đi vay,Trong đó: Chi phí đi vay,Trong đó: Chi phí đi vay,23,,2.287.360.810.880,3.585.077.683.881,23.0,,2287360810880.0,3585077683881.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,34,2.337.308.685.264,1.961.362.129.952,25.0,34.0,2337308685264.0,1961362129952.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,35,1.545.516.022.772,1.307.290.336.873,26.0,35.0,1545516022772.0,1307290336873.0
Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},30,,13.267.005.585.330,7.650.762.789.307,30.0,,13267005585330.0,7650762789307.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,36,1.159.769.685.093,771.973.465.495,31.0,36.0,1159769685093.0,771973465495.0
Chi phí khác,Chi phí khác,Chi phí khác,32,37,733.273.009.245,630.007.511.629,32.0,37.0,733273009245.0,630007511629.0
Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),40,,426.496.675.848,141.965.953.866,40.0,,426496675848.0,141965953866.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,13.693.502.261.178,7.792.728.743.173,50.0,,13693502261178.0,7792728743173.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,39,1.765.806.007.240,1.073.551.888.059,51.0,39.0,1765806007240.0,1073551888059.0
Lợi ích thuế TNDN hoãn lại,Lợi ích thuế TNDN hoãn lại,Lợi ích thuế TNDN hoãn lại,52,39,(92.327.367.333),(81.211.459.967),52.0,39.0,-92327367333.0,-81211459967.0
Lợi nhuận sau thuế TNDN (mang sang trang sau) (60 = 50 - 51 - 52),Lợi nhuận sau thuế TNDN (mang sang trang sau) (60 = 50 - 51 - 52),Lợi nhuận sau thuế TNDN (mang sang trang sau) (60 = 50 - 51 - 52),60,,12.020.023.621.271,6.800.388.315.081,60.0,,12020023621271.0,6800388315081.0
