row_label_raw,row_label_full,col_0,Sản xuất và kinh doanh thép VND,Nông nghiệp VND,Bất động sản VND,Loại trừ VND,Hợp nhất VND,numeric__Sản xuất và kinh doanh thép VND,numeric__Nông nghiệp VND,numeric__Bất động sản VND,numeric__Loại trừ VND,numeric__Hợp nhất VND
Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,,,,,
Tải sản của bộ phận,Tại ngày 31 tháng 12 năm 2024 > Tải sản của bộ phận,Tải sản của bộ phận,212.863.820.372.850,4.676.230.709.727,10.277.751.461.567,(3.328.094.990.163),224.489.707.553.981,212863820372850.0,4676230709727.0,10277751461567.0,-3328094990163.0,224489707553981.0
Nợ phải trả của bộ phận,Tại ngày 31 tháng 12 năm 2024 > Nợ phải trả của bộ phận,Nợ phải trả của bộ phận,108.382.514.439.382,1.436.230.385.044,2.582.836.295.586,(2.559.331.549.730),109.842.249.570.282,108382514439382.0,1436230385044.0,2582836295586.0,-2559331549730.0,109842249570282.0
Cho năm kết thúc ngày 31 tháng 12 năm 2024,Cho năm kết thúc ngày 31 tháng 12 năm 2024,Cho năm kết thúc ngày 31 tháng 12 năm 2024,Cho năm kết thúc ngày 31 tháng 12 năm 2024,Cho năm kết thúc ngày 31 tháng 12 năm 2024,Cho năm kết thúc ngày 31 tháng 12 năm 2024,Cho năm kết thúc ngày 31 tháng 12 năm 2024,Cho năm kết thúc ngày 31 tháng 12 năm 2024,,,,,
Chi tiêu vốn,Cho năm kết thúc ngày 31 tháng 12 năm 2024 > Chi tiêu vốn,Chi tiêu vốn,35.179.794.255.234,249.578.243.725,228.028.440.025,(162.374.141.657),35.495.026.797.327,35179794255234.0,249578243725.0,228028440025.0,-162374141657.0,35495026797327.0
Khấu hao tài sản cố định hữu hình và bắt động sản đầu tư,Cho năm kết thúc ngày 31 tháng 12 năm 2024 > Khấu hao tài sản cố định hữu hình và bắt động sản đầu tư,Khấu hao tài sản cố định hữu hình và bắt động sản đầu tư,6.403.194.059.883,428.046.254.984,64.923.712.920,(50.246.093.128),6.845.917.934.659,6403194059883.0,428046254984.0,64923712920.0,-50246093128.0,6845917934659.0
Khấu hao tài sản cố định vô hình,Cho năm kết thúc ngày 31 tháng 12 năm 2024 > Khấu hao tài sản cố định vô hình,Khấu hao tài sản cố định vô hình,37.676.505.865,490.297.298,8.710.104,-,38.175.513.267,37676505865.0,490297298.0,8710104.0,,38175513267.0
Phân bổ chi phí đất trả trước dài hạn,Cho năm kết thúc ngày 31 tháng 12 năm 2024 > Phân bổ chi phí đất trả trước dài hạn,Phân bổ chi phí đất trả trước dài hạn,99.783.235.176,10.533.013.195,3.367.259.816,(11.760.841.528),101.922.666.659,99783235176.0,10533013195.0,3367259816.0,-11760841528.0,101922666659.0
