row_label_raw,row_label_full,STT,Công ty con,Hoạt động chính,Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn,Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn_1,numeric__Công ty con,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn,numeric__Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn_1
STT,STT,STT,Công ty con,Hoạt động chính,31/12/2024,1/1/2024,,,,
51,STT > 51,51,Công ty TNHH Quản lý Khai thácKhu công nghiệp Hòa Mạc,"Xây dựng công trình dân dụng, công nghiệp, kinh doanh bất động sản thuộc quyền sở hữu hoặc đi thuê, cho thuê nhà xưởng, văn phòng, đầu tư và xây dựng đồng bộ hạ tầng kỹ thuật, kinh doanh nước sạch, thu gom rác thải, khai thác, xử lý và cung cấp nước.","99,940%","99,936%",,,0.9994,0.99936
52,STT > 52,52,Công ty CP Golden Gain Việt Nam,Kinh doanh bất động sản.,"99,930%","99,926%",,,0.9993000000000001,0.99926
53,STT > 53,53,Công ty CP Xây dựng Long Việt,"Xây dựng công trình dân dụng, công nghiệp.","99,740%","99,736%",,,0.9974,0.99736
54,STT > 54,54,Công ty CP Phát triển Đô thị mới Phú Thọ,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng đi thuê.","64,943%","64,939%",,,0.64943,0.6493899999999999
55,STT > 55,55,Công ty TNHH Thức ăn chăn nuôi Hòa Phát Đồng Nai,"Sản xuất và chế biến thức ăn gia súc, gia cầm và thủy sản.","99,999%","99,999%",,,0.9999899999999999,0.9999899999999999
56,STT > 56,56,Công ty TNHH Thức ăn chăn nuôi Hòa Phát Phú Thọ,Sản xuất thức ăn chăn nuôi.,"99,999%","99,999%",,,0.9999899999999999,0.9999899999999999
57,STT > 57,57,Công ty TNHH Chăn nuôi Hòa Phát Quảng Bình,"Chăn nuôi gia súc, gia cầm; hoạt động dịch vụ trồng trọt.","72,674%","72,659%",,,0.72674,0.7265900000000001
58,STT > 58,58,Công ty TNHH Chăn nuôi Việt Hùng,"Chăn nuôi gia súc, gia cầm; hoạt động dịch vụ trồng trọt.","99,937%","99,916%",,,0.99937,0.9991599999999999
59,STT > 59,59,Công ty TNHH Chăn nuôi Đồng Phát,"Chăn nuôi gia súc, gia cầm; hoạt động dịch vụ trồng trọt.","99,937%","99,916%",,,0.99937,0.9991599999999999
60,STT > 60,60,Công ty TNHH MTV Gia cầm Hòa Phát Đồng Nai,"Chăn nuôi gia cầm, chăn nuôi khác.","99,937%","99,916%",,,0.99937,0.9991599999999999
61,STT > 61,61,Công ty TNHH Chăn nuôi Thái Thụy,"Chăn nuôi lợn, chăn nuôi gia cầm, chăn nuôi khác.","99,974%","99,974%",,,0.9997400000000001,0.9997400000000001
62,STT > 62,62,Công ty TNHH Chăn nuôi Lạc Thủy,"Chăn nuôi gia cầm, chăn nuôi khác.","99,974%","99,974%",,,0.9997400000000001,0.9997400000000001
63,STT > 63,63,Công ty TNHH MTV Chăn nuôi Hòa Yên,"Chăn nuôi lợn, chăn nuôi khác.","99,999%","99,974%",,,0.9999899999999999,0.9997400000000001
64,STT > 64,64,Công ty TNHH Chăn nuôi Sơn Đồng,"Chăn nuôi lợn, chăn nuôi gia cầm, chăn nuôi khác.","99,974%","99,974%",,,0.9997400000000001,0.9997400000000001
65,STT > 65,65,Công ty TNHH Chăn nuôi Hòa Phước,Chăn nuôi heo giống và heo thịt.,"99,972%","99,972%",,,0.9997199999999999,0.9997199999999999
66,STT > 66,66,Công ty TNHH MTV Gia cầm Hòa Phát Phú Thọ,"Chăn nuôi gia cầm, chăn nuôi khác.","99,999%","99,999%",,,0.9999899999999999,0.9999899999999999
