row_label_raw,row_label_full,col_0,2024VND,2023VND,numeric__2024VND,numeric__2023VND
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,,
Bán hàng,Tổng doanh thu > Bán hàng,Bán hàng,137.852.890.802.353,118.765.603.390.361,137852890802353.0,118765603390361.0
Cung cấp dịch vụ,Tổng doanh thu > Cung cấp dịch vụ,Cung cấp dịch vụ,725.545.690.056,791.990.622.914,725545690056.0,791990622914.0
Doanh thu cho thuê lại đất thuê,Tổng doanh thu > Doanh thu cho thuê lại đất thuê,Doanh thu cho thuê lại đất thuê,1.826.674.457.139,651.732.468.495,1826674457139.0,651732468495.0
Cho thuê bất động sản đầu tư,Tổng doanh thu > Cho thuê bất động sản đầu tư,Cho thuê bất động sản đầu tư,147.925.256.273,136.828.178.712,147925256273.0,136828178712.0
Doanh thu khác,Tổng doanh thu > Doanh thu khác,Doanh thu khác,8.351.242.751,9.076.955.657,8351242751.0,9076955657.0
,,,140.561.387.448.572,120.355.231.616.139,140561387448572.0,120355231616139.0
Trừ đi các khoản giảm trừ doanh thu,Trừ đi các khoản giảm trừ doanh thu,Trừ đi các khoản giảm trừ doanh thu,Trừ đi các khoản giảm trừ doanh thu,Trừ đi các khoản giảm trừ doanh thu,,
Chiết khấu thương mại,Trừ đi các khoản giảm trừ doanh thu > Chiết khấu thương mại,Chiết khấu thương mại,(1.631.704.360.601),(1.341.808.562.095),-1631704360601.0,-1341808562095.0
Giảm giá hàng bán,Trừ đi các khoản giảm trừ doanh thu > Giảm giá hàng bán,Giảm giá hàng bán,(1.027.962.712),(9.258.269.608),-1027962712.0,-9258269608.0
Hàng bán bị trả lại,Trừ đi các khoản giảm trừ doanh thu > Hàng bán bị trả lại,Hàng bán bị trả lại,(73.542.993.872),(51.136.890.782),-73542993872.0,-51136890782.0
,,,(1.706.275.317.185),(1.402.203.722.485),-1706275317185.0,-1402203722485.0
,,,138.855.112.131.387,118.953.027.893.654,138855112131387.0,118953027893654.0
