row_label_raw,row_label_full,col_0,Sản xuất và kinh doanh thép VND,Nông nghiệp VND,Bất động sản VND,Loại trừ VND,Hợp nhất VND,numeric__Sản xuất và kinh doanh thép VND,numeric__Nông nghiệp VND,numeric__Bất động sản VND,numeric__Loại trừ VND,numeric__Hợp nhất VND
Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,,,,,
Tải sản của bộ phận,Tại ngày 31 tháng 12 năm 2023 > Tải sản của bộ phận,Tải sản của bộ phận,178.198.711.315.533,5.103.242.540.807,8.435.613.104.732,(3.954.980.397.271),187.782.586.563.801,178198711315533.0,5103242540807.0,8435613104732.0,-3954980397271.0,187782586563801.0
Nợ phải trả của bộ phận,Tại ngày 31 tháng 12 năm 2023 > Nợ phải trả của bộ phận,Nợ phải trả của bộ phận,85.164.755.331.584,1.509.904.384.637,1.649.260.980.014,(3.377.753.371.813),84.946.167.324.422,85164755331584.0,1509904384637.0,1649260980014.0,-3377753371813.0,84946167324422.0
Cho năm kết thúc ngày 31 tháng 12 năm 2023,Cho năm kết thúc ngày 31 tháng 12 năm 2023,Cho năm kết thúc ngày 31 tháng 12 năm 2023,Cho năm kết thúc ngày 31 tháng 12 năm 2023,Cho năm kết thúc ngày 31 tháng 12 năm 2023,Cho năm kết thúc ngày 31 tháng 12 năm 2023,Cho năm kết thúc ngày 31 tháng 12 năm 2023,Cho năm kết thúc ngày 31 tháng 12 năm 2023,,,,,
Chỉ tiêu vốn,Cho năm kết thúc ngày 31 tháng 12 năm 2023 > Chỉ tiêu vốn,Chỉ tiêu vốn,16.944.094.471.301,390.564.239.307,45.619.150.363,(6.331.385.007),17.373.946.475.964,16944094471301.0,390564239307.0,45619150363.0,-6331385007.0,17373946475964.0
Khấu hao tài sản cố định hữu hình và bắt động sản đầu tư,Cho năm kết thúc ngày 31 tháng 12 năm 2023 > Khấu hao tài sản cố định hữu hình và bắt động sản đầu tư,Khấu hao tài sản cố định hữu hình và bắt động sản đầu tư,6.182.958.896.232,514.348.079.282,62.660.075.134,(50.186.283.937),6.709.780.766.711,6182958896232.0,514348079282.0,62660075134.0,-50186283937.0,6709780766711.0
Khấu hao tài sản cố định vô hình,Cho năm kết thúc ngày 31 tháng 12 năm 2023 > Khấu hao tài sản cố định vô hình,Khấu hao tài sản cố định vô hình,35.799.188.731,463.802.864,4.811.385,-,36.267.802.980,35799188731.0,463802864.0,4811385.0,,36267802980.0
Phân bổ chi phí đất trả trước dài hạn,Cho năm kết thúc ngày 31 tháng 12 năm 2023 > Phân bổ chi phí đất trả trước dài hạn,Phân bổ chi phí đất trả trước dài hạn,41.388.793.800,7.449.946.776,-,(1.776.699.520),47.062.041.056,41388793800.0,7449946776.0,,-1776699520.0,47062041056.0
