row_label_raw,row_label_full,STT,Công ty con,Hoạt động chính,Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn,Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn_1,numeric__Công ty con,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn,numeric__Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn_1
STT,STT,STT,Công ty con,Hoạt động chính,31/12/2024,1/1/2024,,,,
34,STT > 34,34,Công ty CP Hợp kim sắt Hòa PhátDung Quất,"Sản xuất sắt, thép, gang.","99,988%","99,988%",,,0.99988,0.99988
35,STT > 35,35,Công ty CP Ông thép Hòa Phát Dung Quất,"Sản xuất sắt, thép, gang.","99,985%","99,985%",,,0.99985,0.99985
36,STT > 36,36,Công ty CP Tôn Hòa Phát Dung Quất,"Sản xuất sắt, thép, gang.","99,988%","99,988%",,,0.99988,0.99988
37,STT > 37,37,Công ty CP Cảng Tổng hợp Hòa Phát,Dịch vụ hỗ trợ trực tiếp cho vận tải đường thủy.,"99,999%","99,998%",,,0.9999899999999999,0.9999800000000001
38,STT > 38,38,Công ty TNHH Harmonia,Dịch vụ khách sạn.,"99,999%","99,998%",,,0.9999899999999999,0.9999800000000001
39,STT > 39,39,Công ty TNHH MTV Hòa Phát Bình Định,"Sản xuất sắt, thép, gang; bán buôn kim loại và quặng kim loại.","99,999%","99,999%",,,0.9999899999999999,0.9999899999999999
40,STT > 40,40,Công ty TNHH Thương mại Dịch vụNhơn Trạch,Kho bãi và lưu giữ hàng hóa; bốc xếp hàng hóa.,"99,987%","99,969%",,,0.9998699999999999,0.99969
41,STT > 41,41,Công ty TNHH Thép Cán người Hòa Phát,Sản xuất sản phẩm thép cán người.,"99,976%","99,969%",,,0.99976,0.99969
42,STT > 42,42,Công ty TNHH MTV Ông thép Hòa PhátBình Dương,Sản xuất và kinh doanh thương mại ống thép.,"99,976%","99,969%",,,0.99976,0.99969
43,STT > 43,43,Công ty TNHH Ông thép Hòa Phát Đà Nẵng,Sản xuất và kinh doanh thương mại ống thép.,"99,953%","99,946%",,,0.99953,0.99946
44,STT > 44,44,Công ty TNHH MTV Ông thép Hòa PhátLong An,Sản xuất và kinh doanh thương mại ống thép.,"99,976%","99,969%",,,0.99976,0.99969
45,STT > 45,45,Công ty CP Sản phẩm thép Hòa PhátLong An,Sản xuất và kinh doanh thương mại ống thép.,"99,966%","99,959%",,,0.99966,0.99959
46,STT > 46,46,Công ty TNHH Thép dây Hòa Phát,"Sản xuất, kinh doanh các loại máy xây dựng và khai thác mỏ; sản xuất động cơ,tua bin.","99,912%","99,910%",,,0.99912,0.9991
47,STT > 47,47,Công ty TNHH Chế tạo Cơ khí Hòa Phát,"Sửa chữa và sản xuất các sản phẩm cơ khí; dịch vụ cho thuê máy móc, thiết bị,phương tiện.","99,893%","99,923%",,,0.99893,0.9992300000000001
48,STT > 48,48,Công ty TNHH MTV Thép dự ứng lựcHòa Phát,"Sản xuất sắt, thép, gang.","99,912%","99,910%",,,0.99912,0.9991
49,STT > 49,49,Công ty TNHH Phụ kiện Cơ khí Hòa Phát,Sản xuất phụ kiện cơ khí.,"99,824%","99,910%",,,0.99824,0.9991
50,STT > 50,50,Công ty TNHH Phát triển Hạ tầng KCN HòaPhát Hưng Yên,"Xây dựng công trình dân dụng, công nghiệp, kinh doanh bất động sản thuộc quyềnsở hữu hoặc đi thuê, cho thuê nhà xưởng, văn phòng, đầu tư và xây dựng đồng bộhạ tầng kỹ thuật, kinh doanh nước sạch, thu gom rác thải, khai thác, xử lý và cungcấp nước và nhà hàng.","99,940%","99,936%",,,0.9994,0.99936
