row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Năm nayTriệu đồngTriệu đồng,Năm trướcTriệu đồngTriệu đồng,numeric__Các giao dịch,numeric__Năm nayTriệu đồngTriệu đồng,numeric__Năm trướcTriệu đồngTriệu đồng
Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Trả lãi tiền gửiThu lãi tiền gửiTrả lãi tiền vayThu từ dịch vụ thanh toán,3.1561.53410.5941.427,14266923.9051.750,,3.1561534105941428e+16,142669239051750.0
Công ty con,Công ty con,Công ty con,Trả lãi tiền gửiChi phí xử lý nợThu nhập khácThu từ dịch vụ thanh toán,12.87413.1611014,30.845-289,,12874131611014.0,
"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Trả lãi tiền gửiThu lãi cho vayThu từ dịch vụ thanh toánChi về dịch vụ thanh toánChi lương, thường, thủ lao",18.42345303435.484,14.566101472040.436,,1842345303435484.0,1.4566101472040436e+16
