row_label_raw,row_label_full,col_0,col_1,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__col_1,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
I.,I.,I.,Tổng số nhân viên trung bình (người),5.854,6.151,,5854.0,6151.0
II.,II.,II.,Thu nhập của nhân viên (Triệu đồng),,,,,
II.,II. > II.,II.,1. Tổng quỹ lương,1.247.657,1.413.768,,1247657.0,1413768.0
II.,II. > II.,II.,2. Thường khác,6.070,10.909,,6070.0,10909.0
II.,II. > II.,II.,3. Thu nhập khác,64.718,70.000,,64718.0,70000.0
II.,II. > II.,II.,4. Tổng thu nhập (1+2+3),1.318.445,1.494.677,,1318445.0,1494677.0
II.,II. > II.,II.,5. Tiền lương bình quân tháng(Triệu đồng/người),18,19,,18.0,19.0
II.,II. > II.,II.,6. Thu nhập bình quân tháng(Triệu đồng/người),19,20,,19.0,20.0
