row_label_raw,row_label_full,col_0,Quá hạnTriệu đồng,Không chịu lãiTriệu đồng,Đến 1 thángTriệu đồng,Từ 1 - 3 thángTriệu đồng,Từ 3 - 6 thángTriệu đồng,Từ 6 - 12 thángTriệu đồng,Từ 1 - 5 nămTriệu đồng,Trên 5 nămTriệu đồng,Tổng cộngTriệu đồng,numeric__Quá hạnTriệu đồng,numeric__Không chịu lãiTriệu đồng,numeric__Đến 1 thángTriệu đồng,numeric__Từ 1 - 3 thángTriệu đồng,numeric__Từ 3 - 6 thángTriệu đồng,numeric__Từ 6 - 12 thángTriệu đồng,numeric__Từ 1 - 5 nămTriệu đồng,numeric__Trên 5 nămTriệu đồng,numeric__Tổng cộngTriệu đồng
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,,
Tiền mặt và vàng,Tài sản > Tiền mặt và vàng,Tiền mặt và vàng,-,2.073.126,-,-,-,-,-,-,2.073.126,,2073126.0,,,,,,,2073126.0
Tiền gửi tại NHNN Việt Nam,Tài sản > Tiền gửi tại NHNN Việt Nam,Tiền gửi tại NHNN Việt Nam,-,-,3.910.391,-,-,-,-,-,3.910.391,,,3910391.0,,,,,,3910391.0
Tiền gửi tại và cho vay các TCTD khác,Tài sản > Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,-,-,31.526.350,852.000,-,-,-,-,32.378.350,,,31526350.0,852000.0,,,,,32378350.0
Các công cụ tài chính phải sinh và cáctài sản tải chính khác,Tài sản > Các công cụ tài chính phải sinh và cáctài sản tải chính khác,Các công cụ tài chính phải sinh và cáctài sản tải chính khác,-,49.073,-,-,-,-,-,-,49.073,,49073.0,,,,,,,49073.0
Cho vay khách hàng - gộp,Tài sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,3.313.019,-,33.884.212,32.861.964,19.602.726,9.525.794,258.780,1.320.911,100.767.406,3313019.0,,33884212.0,32861964.0,19602726.0,9525794.0,258780.0,1320911.0,100767406.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,-,2.288.379,450.045,501.577,953.467,903.417,5.909.541,5.963.869,16.970.295,,2288379.0,450045.0,501577.0,953467.0,903417.0,5909541.0,5963869.0,16970295.0
"Góp vốn, đầu tư dài hạn - gộp","Tài sản > Góp vốn, đầu tư dài hạn - gộp","Góp vốn, đầu tư dài hạn - gộp",-,300.000,-,-,-,-,-,-,300.000,,300000.0,,,,,,,300000.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,3.323.811,-,-,-,-,-,-,3.323.811,,3323811.0,,,,,,,3323811.0
Tài sản Có khác - gộp,Tài sản > Tài sản Có khác - gộp,Tài sản Có khác - gộp,443.055,3.182.811,-,-,-,-,-,-,3.625.866,443055.0,3182811.0,,,,,,,3625866.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,3.756.074,11.217.200,69.770.998,34.215.541,20.556.193,10.429.211,6.168.321,7.284.780,163.398.318,3756074.0,11217200.0,69770998.0,34215541.0,20556193.0,10429211.0,6168321.0,7284780.0,163398318.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,
Các khoản nợ NHNN Việt Nam,Nợ phải trả > Các khoản nợ NHNN Việt Nam,Các khoản nợ NHNN Việt Nam,-,-,-,15.990,15.182,2.633,-,-,33.805,,,,15990.0,15182.0,2633.0,,,33805.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,5.234.662,1.085.700,-,-,-,-,6.320.362,,,5234662.0,1085700.0,,,,,6320362.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,48.050.149,27.550.131,30.682.449,22.432.666,5.433.895,162,134.149.452,,,48050149.0,27550131.0,30682449.0,22432666.0,5433895.0,162.0,134149452.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,3.456.426,-,-,-,-,-,-,3.456.426,,3456426.0,,,,,,,3456426.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,3.456.426,53.284.811,28.651.821,30.697.631,22.435.299,5.433.895,162,143.960.045,,3456426.0,53284811.0,28651821.0,30697631.0,22435299.0,5433895.0,162.0,143960045.0
Mức chênh nhạy cảm với lãi suấtnội bằng,Nợ phải trả > Mức chênh nhạy cảm với lãi suấtnội bằng,Mức chênh nhạy cảm với lãi suấtnội bằng,3.756.074,7.760.774,16.486.187,5.563.720,(10.141.438),(12.006.088),734.426,7.284.618,19.438.273,3756074.0,7760774.0,16486187.0,5563720.0,-10141438.0,-12006088.0,734426.0,7284618.0,19438273.0
