row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Phải thu/(phải trả),Phải thu/(phải trả)_1,numeric__Các giao dịch,numeric__Phải thu/(phải trả),numeric__Phải thu/(phải trả)_1
Bên liên quan,Bên liên quan,Bên liên quan,Các giao dịch,Ngày 31 tháng12 năm 2020Triệu đồng,Ngày 31 tháng12 năm 2019Triệu đồng,,,
Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Bên liên quan > Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Tiền gửi thanh toánVay từ cổ đông lớn,468.150462.000,122.793463.500,,468150462000.0,122793463500.0
Công ty con,Bên liên quan > Công ty con,Công ty con,Tiền gửi thanh toánTiền gửi có kỳ hạnDự chỉ lãi tiền gửiĐầu tư góp vốnPhải trả công ty con,6.862224.850740300.000116.612,1.080181.750706300.000116.612,,6.8622248507403e+24,1.0801817507063e+24
"Thành viên Hộidồng Quản trị,Ban Kiểm soát vàBan Điều hành của Ngân hàng vàcác bên liên quandến các cá nhànnày","Bên liên quan > Thành viên Hộidồng Quản trị,Ban Kiểm soát vàBan Điều hành của Ngân hàng vàcác bên liên quandến các cá nhànnày","Thành viên Hộidồng Quản trị,Ban Kiểm soát vàBan Điều hành của Ngân hàng vàcác bên liên quandến các cá nhànnày",Tiền gửi thanh toánTiền gửi tiết kiệmTiền gửi có kỳ hạnDự chỉ lãi tiền gửiCho vayDự thu lãi cho vayTạm ứng thủ lao,9.940100.28617.5381.2061.345523.123,3.583164.26318.7832.0151.532513.856,,9.940100286175381e+28,3.583164263187832e+28
