row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Chi nộp thuế và các khoản lệ phí,Chi nộp thuế và các khoản lệ phí,Chi nộp thuế và các khoản lệ phí,23.246,13.474,23246.0,13474.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,1.448.496,1.635.976,1448496.0,1635976.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,1.247.657,1.413.768,1247657.0,1413768.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,91.765,90.211,91765.0,90211.0
- Chi khác cho nhân viên,- Chi khác cho nhân viên,- Chi khác cho nhân viên,109.074,131.997,109074.0,131997.0
Chi phí về tài sản,Chi phí về tài sản,Chi phí về tài sản,473.780,467.137,473780.0,467137.0
- Chi phí thuế văn phòng,- Chi phí thuế văn phòng,- Chi phí thuế văn phòng,233.824,221.126,233824.0,221126.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,153.868,159.035,153868.0,159035.0
- Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,71.812,70.042,71812.0,70042.0
- Chi khác về tài sản,- Chi khác về tài sản,- Chi khác về tài sản,14.276,16.934,14276.0,16934.0
Chi phí cho hoạt động quản lý công vụ,Chi phí cho hoạt động quản lý công vụ,Chi phí cho hoạt động quản lý công vụ,319.508,403.428,319508.0,403428.0
- Chi phí quản lý chung,- Chi phí quản lý chung,- Chi phí quản lý chung,137.299,171.123,137299.0,171123.0
"- Chi phí quảng cáo, tiếp thị, khuyến mại,tiếp tân, khách tiết","- Chi phí quảng cáo, tiếp thị, khuyến mại,tiếp tân, khách tiết","- Chi phí quảng cáo, tiếp thị, khuyến mại,tiếp tân, khách tiết",135.422,172.048,135422.0,172048.0
- Công tác phí,- Công tác phí,- Công tác phí,11.415,22.208,11415.0,22208.0
- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,70,69,70.0,69.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,35.302,37.980,35302.0,37980.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi củakhách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi củakhách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi củakhách hàng",137.584,130.558,137584.0,130558.0
"Chi phí dự phòng (không tính dự phòng rủi rotín dụng, rủi ro chứng khoán)","Chi phí dự phòng (không tính dự phòng rủi rotín dụng, rủi ro chứng khoán)","Chi phí dự phòng (không tính dự phòng rủi rotín dụng, rủi ro chứng khoán)",10.814,26.551,10814.0,26551.0
- Chi phí dự phòng tài sản có khác,- Chi phí dự phòng tài sản có khác,- Chi phí dự phòng tài sản có khác,10.814,26.551,10814.0,26551.0
,,,2.413.428,2.677.124,2413428.0,2677124.0
