row_label_raw,row_label_full,col_0,Thuyếtmình,Ngày 31 tháng 12năm 2020Triệu đồng,Ngày 31 tháng 12năm 2019Triệu đồng,numeric__Thuyếtmình,numeric__Ngày 31 tháng 12năm 2020Triệu đồng,numeric__Ngày 31 tháng 12năm 2019Triệu đồng
Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,10.1,1.279.835,1.072.822,101.0,1279835.0,1072822.0
Dự phòng trái phiếu đặc biệt do VAMCphát hành,Dự phòng trái phiếu đặc biệt do VAMCphát hành,Dự phòng trái phiếu đặc biệt do VAMCphát hành,11.3,816.980,2.179.314,113.0,816980.0,2179314.0
,,,,2.096.815,3.252.136,,2096815.0,3252136.0
