row_label_raw,row_label_full,col_0,Thuyết minh,Ngày 31 tháng 12năm 2020Triệu đồng,Ngày 31 tháng 12năm 2019Triệu đồng,numeric__Thuyết minh,numeric__Ngày 31 tháng 12năm 2020Triệu đồng,numeric__Ngày 31 tháng 12năm 2019Triệu đồng
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,
Tiền mặt và vàng,TÀI SẢN > Tiền mặt và vàng,Tiền mặt và vàng,5,2.073.126,2.630.273,5.0,2073126.0,2630273.0
Tiền gửi tại Ngân hàng Nhà nước Việt Nam,TÀI SẢN > Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,6,3.910.391,5.737.641,6.0,3910391.0,5737641.0
"Tiền gửi tại và cho vay các tổ chức tín dụng (""TCTD"") khác","TÀI SẢN > Tiền gửi tại và cho vay các tổ chức tín dụng (""TCTD"") khác","Tiền gửi tại và cho vay các tổ chức tín dụng (""TCTD"") khác",,32.378.350,25.857.597,,32378350.0,25857597.0
Tiền gửi tại các TCTD khác,TÀI SẢN > Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,7.1,32.378.350,25.857.588,71.0,32378350.0,25857588.0
Cho vay các TCTD khác,TÀI SẢN > Cho vay các TCTD khác,Cho vay các TCTD khác,7.2,-,9,72.0,,9.0
Các công cụ tài chính phái sinh và các tài sản tài chính khác,TÀI SẢN > Các công cụ tài chính phái sinh và các tài sản tài chính khác,Các công cụ tài chính phái sinh và các tài sản tài chính khác,8,49.073,207.803,8.0,49073.0,207803.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,,99.487.571,112.181.970,,99487571.0,112181970.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,9,100.767.406,113.254.792,9.0,100767406.0,113254792.0
Dự phòng rủi ro cho vay khách hàng,TÀI SẢN > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,10.1,(1.279.835),(1.072.822),101.0,-1279835.0,-1072822.0
Chứng khoán đầu tư,TÀI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,,15.975.102,14.540.461,,15975102.0,14540461.0
Chứng khoán đầu tư sẵn sàng để bán,TÀI SẢN > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,11.1,7.897.153,8.888.226,111.0,7897153.0,8888226.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,TÀI SẢN > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,"11.2,11.3",9.073.142,8.017.640,112.113,9073142.0,8017640.0
Dự phòng rủi ro chứng khoán đầu tư,TÀI SẢN > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,11.5,(995.193),(2.365.405),115.0,-995193.0,-2365405.0
"Góp vốn, đầu tư dài hạn","TÀI SẢN > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",,300.000,300.000,,300000.0,300000.0
Đầu tư vào công ty con,TÀI SẢN > Đầu tư vào công ty con,Đầu tư vào công ty con,12.1,300.000,300.000,121.0,300000.0,300000.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,,3.323.811,3.392.802,,3323811.0,3392802.0
Tải sản cố định hữu hình,TÀI SẢN > Tải sản cố định hữu hình,Tải sản cố định hữu hình,13.1,750.595,802.430,131.0,750595.0,802430.0
Nguyên giá tài sân cố định,TÀI SẢN > Nguyên giá tài sân cố định,Nguyên giá tài sân cố định,,2.093.324,2.073.727,,2093324.0,2073727.0
Hao mòn tài sân cố định,TÀI SẢN > Hao mòn tài sân cố định,Hao mòn tài sân cố định,,(1.342.729),(1.271.297),,-1342729.0,-1271297.0
Tải sản cố định vô hình,TÀI SẢN > Tải sản cố định vô hình,Tải sản cố định vô hình,13.2,2.573.216,2.590.372,132.0,2573216.0,2590372.0
Nguyên giá tài sân cố định,TÀI SẢN > Nguyên giá tài sân cố định,Nguyên giá tài sân cố định,,2.796.761,2.774.437,,2796761.0,2774437.0
Hao mòn tài sân cố định,TÀI SẢN > Hao mòn tài sân cố định,Hao mòn tài sân cố định,,(223.545),(184.065),,-223545.0,-184065.0
Tải sản Có khác,TÀI SẢN > Tải sản Có khác,Tải sản Có khác,,3.192.239,2.911.240,,3192239.0,2911240.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,14.1,1.754.029,1.326.232,141.0,1754029.0,1326232.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",14.2,1.005.762,1.195.201,142.0,1005762.0,1195201.0
Tải sản thuế thu nhập hoãn lại,TÀI SẢN > Tải sản thuế thu nhập hoãn lại,Tải sản thuế thu nhập hoãn lại,19.2,45.501,-,192.0,45501.0,
Tải sản Có khác,TÀI SẢN > Tải sản Có khác,Tải sản Có khác,14.3,820.574,812.620,143.0,820574.0,812620.0
Dự phòng rủi ro cho các tài sân Có nội bằng khác,TÀI SẢN > Dự phòng rủi ro cho các tài sân Có nội bằng khác,Dự phòng rủi ro cho các tài sân Có nội bằng khác,14.4,(433.627),(422.813),144.0,-433627.0,-422813.0
TỔNG TÀI SẢN,TÀI SẢN > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,160.689.663,167.759.787,,160689663.0,167759787.0
