row_label_raw,row_label_full,Số đầu năm > Số trích lập trong năm,Năm nayTriệu đồng > 422.813 > 10.814,Năm trướcTriệu đồng > 307.472 > 26.551,numeric__Năm nayTriệu đồng > 422.813 > 10.814,numeric__Năm trướcTriệu đồng > 307.472 > 26.551
Chuyển từ dự phòng rủi ro khác,Chuyển từ dự phòng rủi ro khác,Chuyển từ dự phòng rủi ro khác,-,88.790,,88790.0
Số cuối năm,Số cuối năm,Số cuối năm,433.627,422.813,433627.0,422813.0
