row_label_raw,row_label_full,Cho năm kết thúc ngày31 tháng 12 năm 2017,Chế biếnsản phẩm thủy sảnVND,Kinh doanhsản phẩm thủy sảnVND,TổngVND,numeric__Chế biếnsản phẩm thủy sảnVND,numeric__Kinh doanhsản phẩm thủy sảnVND,numeric__TổngVND
Doanh thu của bộ phận,Doanh thu của bộ phận,Doanh thu của bộ phận,9.059.610.618.174,1.176.334.824.864,10.235.945.443.038,9059610618174.0,1176334824864.0,10235945443038.0
Kết quả kinh doanh của bộ phận,Kết quả kinh doanh của bộ phận,Kết quả kinh doanh của bộ phận,546.728.619.308,70.989.355.034,617.717.974.342,546728619308.0,70989355034.0,617717974342.0
Doanh thu hoạt động tài chínhChi phí tài chính,Doanh thu hoạt động tài chínhChi phí tài chính,Doanh thu hoạt động tài chínhChi phí tài chính,,,106.376.595.282(189.282.163.975),,,
Kết quả từ hoạt động kinh doanh,Doanh thu hoạt động tài chínhChi phí tài chính > Kết quả từ hoạt động kinh doanh,Kết quả từ hoạt động kinh doanh,,,534.812.405.649,,,534812405649.0
Thu nhập khác,Doanh thu hoạt động tài chínhChi phí tài chính > Thu nhập khác,Thu nhập khác,,,2.969.662.059,,,2969662059.0
Chi phí khác,Doanh thu hoạt động tài chínhChi phí tài chính > Chi phí khác,Chi phí khác,,,(1.661.054.318),,,-1661054318.0
Thuế thu nhập doanh nghiệp,Doanh thu hoạt động tài chínhChi phí tài chính > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,,,(64.348.691.707),,,-64348691707.0
Lợi nhuận thuần sau thuế,Doanh thu hoạt động tài chínhChi phí tài chính > Lợi nhuận thuần sau thuế,Lợi nhuận thuần sau thuế,,,471.772.321.683,,,471772321683.0
