row_label_raw,row_label_full,col_0,Quyền sử dụngđấtVND,Phần mềmmáy tínhVND,TổngVND,numeric__Quyền sử dụngđấtVND,numeric__Phần mềmmáy tínhVND,numeric__TổngVND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Số dư đầu năm và số dư cuối năm,Nguyên giá > Số dư đầu năm và số dư cuối năm,Số dư đầu năm và số dư cuối năm,22.181.099.585,19.572.187.118,41.753.286.703,22181099585.0,19572187118.0,41753286703.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,4.526.065.940,3.263.588.434,7.789.654.374,4526065940.0,3263588434.0,7789654374.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,220.273.891,1.342.394.582,1.562.668.473,220273891.0,1342394582.0,1562668473.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,4.746.339.831,4.605.983.016,9.352.322.847,4746339831.0,4605983016.0,9352322847.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,17.655.033.645,16.308.598.684,33.963.632.329,17655033645.0,16308598684.0,33963632329.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,17.434.759.754,14.966.204.102,32.400.963.856,17434759754.0,14966204102.0,32400963856.0
