row_label_raw,row_label_full,Cho năm kết thúc ngày31 tháng 12 năm 2016,Chế biếnsản phẩm thủy sảnVND,Kinh doanhsản phẩm thủy sảnVND,TổngVND,numeric__Chế biếnsản phẩm thủy sảnVND,numeric__Kinh doanhsản phẩm thủy sảnVND,numeric__TổngVND
Doanh thu của bộ phận,Doanh thu của bộ phận,Doanh thu của bộ phận,7.388.412.994.909,748.394.177.839,8.136.807.172.748,7388412994909.0,748394177839.0,8136807172748.0
Kết quả kinh doanh của bộ phận,Kết quả kinh doanh của bộ phận,Kết quả kinh doanh của bộ phận,223.279.535.093,22.616.643.683,245.896.178.776,223279535093.0,22616643683.0,245896178776.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,,,147.113.453.788(279.209.466.041),,,
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,,,147.113.453.788(279.209.466.041),,,
Kết quả từ hoạt động kinh doanh,Chi phí tài chính > Kết quả từ hoạt động kinh doanh,Kết quả từ hoạt động kinh doanh,,,113.800.166.523,,,113800166523.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,,,3.399.648.558(726.553.489),,,
Chi phí khác,Chi phí khác,Chi phí khác,,,3.399.648.558(726.553.489),,,
Thuế thu nhập doanh nghiệp,Chi phí khác > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,,,(7.626.143.498),,,-7626143498.0
Lợi nhuận thuần sau thuế,Chi phí khác > Lợi nhuận thuần sau thuế,Lợi nhuận thuần sau thuế,,,108.847.118.094,,,108847118094.0
