row_label_raw,row_label_full,col_0,31/12/2017VND,1/1/2017`VND,numeric__31/12/2017VND,numeric__1/1/2017`VND
Phải thu ngắn hạn khác (*),Phải thu ngắn hạn khác (*),Phải thu ngắn hạn khác (*),57.249.299.909,57.856.799.909,57249299909.0,57856799909.0
Phải thu lãi tiền gửi,Phải thu lãi tiền gửi,Phải thu lãi tiền gửi,9.651.342.498,7.943.939.443,9651342498.0,7943939443.0
Tạm ứng,Tạm ứng,Tạm ứng,2.952.114.280,2.097.037.960,2952114280.0,2097037960.0
Cổ tức phải thu,Cổ tức phải thu,Cổ tức phải thu,-,29.000.000.000,,29000000000.0
Phải thu khác,Phải thu khác,Phải thu khác,5.904.620.719,4.527.729.502,5904620719.0,4527729502.0
,,,75.757.377.406,101.425.506.814,75757377406.0,101425506814.0
