row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2017VND > -,Số phải nộp trong năm VND > 149.377.743.214,Số đã nộp trong năm VND > (35.313.979.917),Cán trừ VND > (114.063.763.297),31/12/2017VND > -,numeric__1/1/2017VND > -,numeric__Số phải nộp trong năm VND > 149.377.743.214,numeric__Số đã nộp trong năm VND > (35.313.979.917),numeric__Cán trừ VND > (114.063.763.297),numeric__31/12/2017VND > -
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,63.852.643.894,(28.843.572.311),(7.837.616.753),27.171.454.830,,63852643894.0,-28843572311.0,-7837616753.0,27171454830.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,308.399.638,3.369.255.860,(3.457.499.851),-,220.155.647,308399638.0,3369255860.0,-3457499851.0,,220155647.0
,,,308.399.638,216.599.642.968,(67.615.052.079),(121.901.380.050),27.391.610.477,308399638.0,216599642968.0,-67615052079.0,-121901380050.0,27391610477.0
(b) Thuế phải thu Ngân sách Nhà nước,(b) Thuế phải thu Ngân sách Nhà nước,(b) Thuế phải thu Ngân sách Nhà nước,(b) Thuế phải thu Ngân sách Nhà nước,(b) Thuế phải thu Ngân sách Nhà nước,(b) Thuế phải thu Ngân sách Nhà nước,(b) Thuế phải thu Ngân sách Nhà nước,(b) Thuế phải thu Ngân sách Nhà nước,,,,,
,,,,1/1/2017VND,Số đã nộp trong năm VND,Cán trừ VND,31/12/2017VND,,,,,
Thuế thu nhập doanh nghiệp,(b) Thuế phải thu Ngân sách Nhà nước > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,,7.837.616.753,-,(7.837.616.753),-,,7837616753.0,,-7837616753.0,
Thuế xuất nhập khẩu,(b) Thuế phải thu Ngân sách Nhà nước > Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,,292.022.919,263.341.045,-,555.363.964,,292022919.0,263341045.0,,555363964.0
Thuế khác,(b) Thuế phải thu Ngân sách Nhà nước > Thuế khác,Thuế khác,,95.064.530,37.167.310,-,132.231.840,,95064530.0,37167310.0,,132231840.0
,,,,8.224.704.202,300.508.355,(7.837.616.753),687.595.804,,8224704202.0,300508355.0,-7837616753.0,687595804.0
