row_label_raw,row_label_full,col_0,Công nghiệpdệt mayVND,"Xuất khẩu,nhập khẩu vàkinh doanhthương mạiVND",Các hoạt độngkhácVND,Loại trừVND,Hợp nhấtVND,numeric__Công nghiệpdệt mayVND,"numeric__Xuất khẩu,nhập khẩu vàkinh doanhthương mạiVND",numeric__Các hoạt độngkhácVND,numeric__Loại trừVND,numeric__Hợp nhấtVND
Năm 2021,Năm 2021,Năm 2021,Năm 2021,Năm 2021,Năm 2021,Năm 2021,Năm 2021,,,,,
Doanh thu thuần về bán hàng và cung cấpdịch vụ ra bên ngoài,Năm 2021 > Doanh thu thuần về bán hàng và cung cấpdịch vụ ra bên ngoài,Doanh thu thuần về bán hàng và cung cấpdịch vụ ra bên ngoài,15.499.159.267.005,109.342.844.709,394.362.948.031,-,16.002.865.059.745,15499159267005.0,109342844709.0,394362948031.0,,16002865059745.0
Doanh thu thuần về bán hàng và cung cấpdịch vụ giữa các bộ phận,Năm 2021 > Doanh thu thuần về bán hàng và cung cấpdịch vụ giữa các bộ phận,Doanh thu thuần về bán hàng và cung cấpdịch vụ giữa các bộ phận,1.217.739.437.722,27.931.483.526,38.308.085.102,(1.283.979.006.350),-,1217739437722.0,27931483526.0,38308085102.0,-1283979006350.0,
Tổng doanh thu thuần về bán hàng vàcung cấp dịch vụ của bộ phận,Năm 2021 > Tổng doanh thu thuần về bán hàng vàcung cấp dịch vụ của bộ phận,Tổng doanh thu thuần về bán hàng vàcung cấp dịch vụ của bộ phận,16.716.898.704.727,137.274.328.235,432.671.033.133,(1.283.979.006.350),16.002.865.059.745,16716898704727.0,137274328235.0,432671033133.0,-1283979006350.0,16002865059745.0
Phần lãi hoặc lỗ trong công ty liên kết,Năm 2021 > Phần lãi hoặc lỗ trong công ty liên kết,Phần lãi hoặc lỗ trong công ty liên kết,594.767.514.814,(22.509.261.506),4.107.579.183,-,576.365.832.491,594767514814.0,-22509261506.0,4107579183.0,,576365832491.0
Kết quả kinh doanh của bộ phận,Năm 2021 > Kết quả kinh doanh của bộ phận,Kết quả kinh doanh của bộ phận,1.351.879.723.671,(5.946.525.909),85.403.403.787,54.938.602.331,1.486.275.203.880,1351879723671.0,-5946525909.0,85403403787.0,54938602331.0,1486275203880.0
Thu nhập khác,Năm 2021 > Thu nhập khác,Thu nhập khác,81.344.861.056,206.324.819,8.124.618.883,(4.335.868.840),85.339.935.918,81344861056.0,206324819.0,8124618883.0,-4335868840.0,85339935918.0
Chi phí khác,Năm 2021 > Chi phí khác,Chi phí khác,(111.600.040.580),(48.997.171),(10.177.512.802),6.701.997.996,(115.124.552.557),-111600040580.0,-48997171.0,-10177512802.0,6701997996.0,-115124552557.0
Chi phí thuế thu nhập doanh nghiệphiện hành,Năm 2021 > Chi phí thuế thu nhập doanh nghiệphiện hành,Chi phí thuế thu nhập doanh nghiệphiện hành,(122.043.412.447),(541.661.055),(7.724.785.276),-,(130.309.858.778),-122043412447.0,-541661055.0,-7724785276.0,,-130309858778.0
Chi phí thuế thu nhập hoãn lại,Năm 2021 > Chi phí thuế thu nhập hoãn lại,Chi phí thuế thu nhập hoãn lại,(1.918.950.662),-,-,(348.476.306),(2.267.426.968),-1918950662.0,,,-348476306.0,-2267426968.0
Lợi nhuận thuần sau thuế TNDN,Năm 2021 > Lợi nhuận thuần sau thuế TNDN,Lợi nhuận thuần sau thuế TNDN,1.197.662.181.038,(6.330.859.316),75.625.724.592,56.956.255.181,1.323.913.301.495,1197662181038.0,-6330859316.0,75625724592.0,56956255181.0,1323913301495.0
