row_label_raw,row_label_full,▪ Tiền gửi có kỳ hạn (i),2.223.856.495.286,2.245.652.161.033,1.504.924.436.987,1.517.812.856.204,numeric__2.223.856.495.286,numeric__2.245.652.161.033,numeric__1.504.924.436.987,numeric__1.517.812.856.204
▪ Trái phiếu,▪ Trái phiếu,▪ Trái phiếu,-,-,15.000.000.000,(*),,,15000000000.0,
▪ Trái phiếu (ii),▪ Trái phiếu (ii),▪ Trái phiếu (ii),17.600.000.000,(*),-,-,17600000000.0,,,
▪ Trái phiếu (iii),▪ Trái phiếu (iii),▪ Trái phiếu (iii),10.000.000.000,(*),-,-,10000000000.0,,,
,,,2.251.456.495.286,,1.519.924.436.987,,2251456495286.0,,1519924436987.0,
Đầu tư nằm giữ đến ngày đáo hạn – dài hạn,Đầu tư nằm giữ đến ngày đáo hạn – dài hạn,Đầu tư nằm giữ đến ngày đáo hạn – dài hạn,Đầu tư nằm giữ đến ngày đáo hạn – dài hạn,Đầu tư nằm giữ đến ngày đáo hạn – dài hạn,Đầu tư nằm giữ đến ngày đáo hạn – dài hạn,Đầu tư nằm giữ đến ngày đáo hạn – dài hạn,,,,
▪ Trái phiếu (iv),Đầu tư nằm giữ đến ngày đáo hạn – dài hạn > ▪ Trái phiếu (iv),▪ Trái phiếu (iv),4.200.000.000,(*),4.200.000.000,(*),4200000000.0,,4200000000.0,
▪ Tiền gửi có kỳ hạn (i),Đầu tư nằm giữ đến ngày đáo hạn – dài hạn > ▪ Tiền gửi có kỳ hạn (i),▪ Tiền gửi có kỳ hạn (i),200.000.000,(*),-,,200000000.0,,,
,,,4.400.000.000,,4.200.000.000,,4400000000.0,,4200000000.0,
